192,0,82975,82977,3.248,3.700,12.018
231,0,111474,120660,3.248,3.700,12.018
271,0,111416,120526,3.264,5.100,16.646
311,0,111354,120428,3.264,5.100,16.646
351,0,111318,120368,3.264,5.100,16.646
391,0,111188,120056,3.280,4.900,16.072
431,0,110768,119190,3.280,4.900,16.072
472,0,110512,118710,3.280,12.600,41.328
512,0,110552,118775,3.280,12.600,41.328
552,0,110689,119028,3.280,12.600,41.328
591,0,110862,119386,3.248,7.800,25.334
631,0,111008,119692,3.248,7.800,25.334
672,0,110976,119589,3.236,5.100,16.504
712,0,110812,119287,3.236,5.100,16.504
752,0,110684,119023,3.236,5.100,16.504
792,0,110662,119026,3.252,4.900,15.935
832,0,110660,118977,3.252,4.900,15.935
872,0,110625,118891,3.276,14.100,46.192
912,0,110654,118973,3.276,14.100,46.192
952,0,110794,119278,3.276,14.100,46.192
992,0,110818,119299,3.280,15.200,49.856
1032,0,110586,118810,3.280,15.200,49.856
1072,0,110442,118522,3.256,10.200,33.211
1112,0,110432,118482,3.256,10.200,33.211
1152,0,110299,118179,3.256,10.200,33.211
1192,0,110184,117952,3.236,5.000,16.180
1232,0,110227,118070,3.236,5.000,16.180
1272,0,110220,118039,3.244,5.000,16.220
1312,0,110103,117819,3.244,5.000,16.220
1352,0,110098,117814,3.244,5.000,16.220
1392,0,110144,117911,3.264,11.300,36.883
1432,0,110179,117967,3.264,11.300,36.883
1472,0,110257,118132,3.280,15.800,51.824
1512,0,110326,118272,3.280,15.800,51.824
1552,0,110305,118227,3.280,15.800,51.824
1592,0,110081,117777,3.268,12.700,41.504
1632,0,109729,117109,3.268,12.700,41.504
1672,0,109630,116932,3.248,7.800,25.334
1712,0,109769,117210,3.248,7.800,25.334
1752,0,110020,117709,3.248,7.800,25.334
1792,0,110170,118001,3.232,5.300,17.130
1832,0,110151,117896,3.232,5.300,17.130
1872,0,110002,117622,3.256,9.000,29.304
1912,0,109858,117345,3.256,9.000,29.304
1952,0,109743,117127,3.256,9.000,29.304
1992,0,109809,117276,3.272,13.900,45.481
2032,0,109926,117515,3.272,13.900,45.481
2072,0,110003,117658,3.284,15.000,49.260
2112,0,110085,117849,3.284,15.000,49.260
2152,0,110126,117908,3.284,15.000,49.260
2192,0,109802,117257,3.256,10.300,33.537
2232,0,109607,116863,3.256,10.300,33.537
2272,0,109676,117019,3.236,5.300,17.151
2312,0,109765,117150,3.236,5.300,17.151
2352,0,109855,117331,3.236,5.300,17.151
2392,0,109960,117524,3.244,6.600,21.410
2432,0,110000,117577,3.244,6.600,21.410
2472,0,109985,117544,3.268,11.600,37.909
2512,0,109878,117329,3.268,11.600,37.909
2552,0,109858,117311,3.268,11.600,37.909
2592,0,109925,117449,3.280,15.800,51.824
2632,0,109950,117486,3.280,15.800,51.824
2672,0,110018,117648,3.272,12.600,41.227
2712,0,110117,117841,3.272,12.600,41.227
2752,0,109894,117357,3.272,12.600,41.227
2792,0,109486,116560,3.248,7.000,22.736
2832,0,109373,116356,3.248,7.000,22.736
2872,0,109402,116424,3.232,5.300,17.130
2912,0,109532,116659,3.232,5.300,17.130
2952,0,109622,116822,3.232,5.300,17.130
2992,0,109664,116852,3.252,8.700,28.292
3032,0,109641,116827,3.252,8.700,28.292
3072,0,109495,116519,3.280,13.500,44.280
3112,0,109330,116166,3.280,13.500,44.280
3152,0,109407,116335,3.280,13.500,44.280
3192,0,109691,116881,3.280,15.200,49.856
3232,0,109827,117124,3.280,15.200,49.856
3272,0,109867,117202,3.260,10.900,35.534
3312,0,109940,117367,3.260,10.900,35.534
3352,0,109779,117012,3.260,10.900,35.534
3392,0,109494,116458,3.232,5.300,17.130
3432,0,109390,116278,3.232,5.300,17.130
3473,0,109304,116075,3.240,5.400,17.496
3513,0,109315,116086,3.240,5.400,17.496
3553,0,109498,116442,3.240,5.400,17.496
3592,0,109633,116669,3.264,10.400,33.946
3632,0,109580,116561,3.264,10.400,33.946
3672,0,109580,116554,3.284,15.100,49.588
3712,0,109591,116593,3.284,15.100,49.588
3753,0,109642,116705,3.284,15.100,49.588
3793,0,109813,117042,3.276,14.200,46.519
3833,0,109913,117228,3.276,14.200,46.519
3872,0,109915,117243,3.256,8.800,28.653
3912,0,109991,117385,3.256,8.800,28.653
3952,0,109960,117284,3.256,8.800,28.653
3993,0,109527,116404,3.228,4.900,15.817
4033,0,109334,116076,3.228,4.900,15.817
4073,0,109420,116252,3.244,7.000,22.708
4113,0,109525,116426,3.244,7.000,22.708
4153,0,109686,116728,3.244,7.000,22.708
4193,0,109836,117019,3.268,11.800,38.562
4233,0,109815,116946,3.268,11.800,38.562
4273,0,109789,116927,3.280,17.000,55.760
4313,0,109792,116922,3.280,17.000,55.760
4353,0,109846,117038,3.280,17.000,55.760
4393,0,109847,117027,3.268,12.800,41.830
4433,0,109820,116960,3.268,12.800,41.830
4473,0,109901,117129,3.244,7.700,24.979
4513,0,109981,117278,3.244,7.700,24.979
4553,0,109972,117248,3.244,7.700,24.979
4593,0,110001,117326,3.228,5.400,17.431
4633,0,109934,117146,3.228,5.400,17.431
4673,0,109678,116663,3.248,8.100,26.309
4713,0,109633,116581,3.248,8.100,26.309
4753,0,109755,116778,3.248,8.100,26.309
4793,0,109824,116925,3.284,14.600,47.946
4833,0,109858,116957,3.284,14.600,47.946
4873,0,109927,117104,3.284,16.400,53.858
4913,0,109942,117130,3.284,16.400,53.858
4953,0,109910,117058,3.284,16.400,53.858
4993,0,110030,117287,3.264,11.600,37.862
5033,0,110277,117765,3.264,11.600,37.862
5073,0,110460,118123,3.236,6.500,21.034
5113,0,110551,118290,3.236,6.500,21.034
5153,0,110583,118369,3.236,6.500,21.034
5193,0,110607,118379,3.232,5.000,16.160
5233,0,110594,118337,3.232,5.000,16.160
5273,0,110666,118495,3.256,10.100,32.886
5313,0,110710,118594,3.256,10.100,32.886
5353,0,110589,118322,3.256,10.100,32.886
5393,0,110224,117629,3.284,15.800,51.887
5433,0,110108,117405,3.284,15.800,51.887
5473,0,110237,117648,3.280,15.200,49.856
5513,0,110448,118067,3.280,15.200,49.856
