Executing action: monitor
Running idf_monitor in directory C:\ml\esp32_projects\ina219_max30102_test
Executing "C:\Users\nguye\.espressif\python_env\idf5.5_py3.11_env\Scripts\python.exe C:\Users\nguye\esp\v5.5.1\esp-idf\tools/idf_monitor.py -p COM7 -b 115200 --toolchain-prefix xtensa-esp32s3-elf- --target esp32s3 --revision 0 C:\ml\esp32_projects\ina219_max30102_test\build\ina219_max30102_test.elf C:\ml\esp32_projects\ina219_max30102_test\build\bootloader\bootloader.elf --force-color -m 'C:\Users\nguye\.espressif\python_env\idf5.5_py3.11_env\Scripts\python.exe' 'C:\Users\nguye\esp\v5.5.1\esp-idf\tools\idf.py' '-p' 'COM7'"...
ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x2b (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce2820,len:0x158c
load:0x403c8700,len:0xd24
load:0x403cb700,len:0x2f34
entry 0x403c8924
I (24) boot: ESP-IDF v5.5.1 2nd stage bootloader
I (25) boot: compile time Mar 18 2026 13:34:42
I (25) boot: Multicore bootloader
I (25) boot: chip revision: v0.2
I (28) boot: efuse block revision: v1.3
I (31) boot.esp32s3: Boot SPI Speed : 80MHz
I (35) boot.esp32s3: SPI Mode       : DIO
I (39) boot.esp32s3: SPI Flash Size : 2MB
I (43) boot: Enabling RNG early entropy source...
I (47) boot: Partition Table:
I (50) boot: ## Label            Usage          Type ST Offset   Length
I (56) boot:  0 nvs              WiFi data        01 02 00009000 00006000
I (63) boot:  1 phy_init         RF data          01 01 0000f000 00001000
I (69) boot:  2 factory          factory app      00 00 00010000 00100000
I (76) boot: End of partition table
I (79) esp_image: segment 0: paddr=00010020 vaddr=3c020020 size=0bc9ch ( 48284) map
I (95) esp_image: segment 1: paddr=0001bcc4 vaddr=3fc93900 size=02b08h ( 11016) load
I (98) esp_image: segment 2: paddr=0001e7d4 vaddr=40374000 size=01844h (  6212) load
I (103) esp_image: segment 3: paddr=00020020 vaddr=42000020 size=1ad38h (109880) map
I (128) esp_image: segment 4: paddr=0003ad60 vaddr=40375844 size=0e0a8h ( 57512) load
I (141) esp_image: segment 5: paddr=00048e10 vaddr=50000000 size=00020h (    32) load
I (147) boot: Loaded app from partition at offset 0x10000
I (147) boot: Disabling RNG early entropy source...
I (159) cpu_start: Multicore app
I (168) cpu_start: Pro cpu start user code
I (168) cpu_start: cpu freq: 160000000 Hz
I (168) app_init: Application information:
I (168) app_init: Project name:     ina219_max30102_test
I (173) app_init: App version:      1
I (176) app_init: Compile time:     Mar 18 2026 12:44:51
I (181) app_init: ELF file SHA256:  ed3c2a9c7...
I (186) app_init: ESP-IDF:          v5.5.1
I (189) efuse_init: Min chip rev:     v0.0
I (193) efuse_init: Max chip rev:     v0.99 
I (197) efuse_init: Chip rev:         v0.2
I (201) heap_init: Initializing. RAM available for dynamic allocation:
I (207) heap_init: At 3FC96CF0 len 00052A20 (330 KiB): RAM
I (213) heap_init: At 3FCE9710 len 00005724 (21 KiB): RAM
I (218) heap_init: At 3FCF0000 len 00008000 (32 KiB): DRAM
I (223) heap_init: At 600FE000 len 00001FE8 (7 KiB): RTCRAM
I (229) spi_flash: detected chip: boya
I (232) spi_flash: flash io: dio
W (235) spi_flash: Detected size(16384k) larger than the size in the binary image header(2048k). Using the size in the binary image header.
W (247) i2c: This driver is an old driver, please migrate your application code to adapt `driver/i2c_master.h`
I (257) sleep_gpio: Configure to isolate all GPIO pins in sleep state
I (263) sleep_gpio: Enable automatic switching of GPIO sleep configuration
I (270) main_task: Started on CPU0
I (280) main_task: Calling app_main()
I (280) SYS_DEMO: ==== MAX30102 RAW LOGGER START ====
I (280) SYS_DEMO: INA219 found, CONFIG(before)=0x399F
I (290) SYS_DEMO: MAX30102 PART_ID=0x15
I (390) SYS_DEMO: MAX30102 profile applied: 50sps_med
I (390) SYS_DEMO: Adaptive scheduler mode (2-state: normal=50sps_med, high=100sps_med)
timestamp_ms,state_id,profile_id,quality_pass,difficulty_proxy,red,ir,bus_v,current_ma,power_mw
I (8480) SYS_DEMO: Scheduler switch -> state=1 profile=100sps_med q=0 diff=0.300
8248,1,0,0,0.300,78992,88826,3.252,4.800,15.610
8281,1,0,0,0.300,83037,83006,3.264,4.700,15.341
8321,1,0,0,0.300,121435,136556,3.264,4.700,15.341
8361,1,0,0,0.300,121399,140976,3.248,4.800,15.590
8401,1,0,0,0.300,121419,140976,3.248,4.800,15.590
8441,1,0,0,0.300,121450,141047,3.248,4.800,15.590
8481,1,0,0,0.300,121501,141157,3.248,5.000,16.240
8521,1,0,0,0.300,121569,141317,3.248,5.000,16.240
8561,1,0,0,0.300,121628,141439,3.252,4.600,14.959
8601,1,0,0,0.300,121523,141194,3.252,4.600,14.959
8641,1,0,0,0.300,121316,140676,3.252,4.600,14.959
8681,1,0,0,0.300,121189,140351,3.248,4.600,14.941
8721,1,0,0,0.300,121138,140209,3.248,4.600,14.941
8762,1,0,0,0.300,121107,140129,3.248,4.700,15.266
8801,1,0,0,0.300,121094,140118,3.248,4.700,15.266
8841,1,0,0,0.300,121125,140187,3.248,4.700,15.266
8881,1,0,0,0.300,121143,140211,3.248,4.900,15.915
8921,1,0,0,0.300,121086,140110,3.248,4.900,15.915
8962,1,0,0,0.300,121079,140066,3.252,5.000,16.260
9001,1,0,0,0.300,121125,140177,3.252,5.000,16.260
9041,1,0,0,0.300,121180,140321,3.252,5.000,16.260
9082,1,0,0,0.300,121251,140473,3.248,4.700,15.266
9121,1,0,0,0.300,121318,140627,3.248,4.700,15.266
9162,1,0,0,0.300,121367,140773,3.248,5.000,16.240
9201,1,0,0,0.300,121423,140886,3.248,5.000,16.240
9241,1,0,0,0.300,121463,141007,3.248,5.000,16.240
9282,1,0,0,0.300,121513,141119,3.248,4.700,15.266
9321,1,0,0,0.300,121549,141225,3.248,4.700,15.266
9362,1,0,0,0.300,121533,141200,3.248,4.600,14.941
9402,1,0,0,0.300,121424,140897,3.248,4.600,14.941
9441,1,0,0,0.300,121307,140587,3.248,4.600,14.941
9482,1,0,0,0.300,121262,140473,3.252,4.800,15.610
9521,1,0,0,0.300,121268,140490,3.252,4.800,15.610
9562,1,0,0,0.300,121293,140559,3.252,4.900,15.935
9602,1,0,0,0.300,121321,140617,3.252,4.900,15.935
9641,1,0,0,0.300,121313,140580,3.252,4.900,15.935
9682,1,0,0,0.300,121262,140481,3.248,5.000,16.240
9722,1,0,0,0.300,121275,140502,3.248,5.000,16.240
9762,1,0,0,0.300,121325,140603,3.248,5.000,16.240
9802,1,0,0,0.300,121374,140742,3.248,5.000,16.240
9841,1,0,0,0.300,121421,140862,3.248,5.000,16.240
9882,1,0,0,0.300,121481,141010,3.252,4.900,15.935
9922,1,0,0,0.300,121537,141159,3.252,4.900,15.935
9962,1,0,0,0.300,121588,141268,3.248,4.800,15.590
10002,1,0,0,0.300,121608,141358,3.248,4.800,15.590
10041,1,0,0,0.300,121630,141435,3.248,4.800,15.590
10082,1,0,0,0.300,121645,141514,3.252,4.800,15.610
10122,1,0,0,0.300,121633,141446,3.252,4.800,15.610
10162,1,0,0,0.300,121496,141093,3.248,4.600,14.941
10202,1,0,0,0.300,121349,140714,3.248,4.600,14.941
10242,1,0,0,0.300,121255,140474,3.248,4.600,14.941
10282,1,0,0,0.300,121185,140295,3.248,4.600,14.941
10322,1,0,0,0.300,121129,140162,3.248,4.600,14.941
10362,1,0,0,0.300,121131,140164,3.252,4.800,15.610
10402,1,0,0,0.300,121169,140246,3.252,4.800,15.610
10442,1,0,0,0.300,121219,140370,3.252,4.800,15.610
10482,1,0,0,0.300,121290,140525,3.248,4.800,15.590
10522,1,0,0,0.300,121361,140702,3.248,4.800,15.590
10562,1,0,0,0.300,121428,140882,3.248,4.900,15.915
10602,1,0,0,0.300,121494,141044,3.248,4.900,15.915
10642,1,0,0,0.300,121561,141185,3.248,4.900,15.915
10682,1,0,0,0.300,121629,141335,3.252,4.400,14.309
10722,1,0,0,0.300,121677,141460,3.252,4.400,14.309
10762,1,0,0,0.300,121725,141602,3.248,4.900,15.915
10802,1,0,0,0.300,121786,141729,3.248,4.900,15.915
10842,1,0,0,0.300,121811,141799,3.248,4.900,15.915
10882,1,0,0,0.300,121750,141648,3.248,4.800,15.590
10922,1,0,0,0.300,121605,141266,3.248,4.800,15.590
10962,1,0,0,0.300,121495,141011,3.248,5.000,16.240
11002,1,0,0,0.300,121447,140859,3.248,5.000,16.240
11042,1,0,0,0.300,121424,140812,3.248,5.000,16.240
11082,1,0,0,0.300,121444,140847,3.248,5.100,16.565
11122,1,0,0,0.300,121445,140881,3.248,5.100,16.565
11162,1,0,0,0.300,121456,140897,3.252,4.700,15.284
11202,1,0,0,0.300,121486,140964,3.252,4.700,15.284
11242,1,0,0,0.300,121530,141063,3.252,4.700,15.284
11282,1,0,0,0.300,121576,141170,3.248,4.700,15.266
11322,1,0,0,0.300,121613,141268,3.248,4.700,15.266
11362,1,0,0,0.300,121657,141408,3.252,5.000,16.260
11402,1,0,0,0.300,121720,141547,3.252,5.000,16.260
11442,1,0,0,0.300,121750,141648,3.252,5.000,16.260
11482,1,0,0,0.300,121756,141700,3.248,5.000,16.240
11522,1,0,0,0.300,121789,141754,3.248,5.000,16.240
11562,1,0,0,0.300,121838,141872,3.248,4.800,15.590
11602,1,0,0,0.300,121853,141947,3.248,4.800,15.590
11642,1,0,0,0.300,121795,141810,3.248,4.800,15.590
11682,1,0,0,0.300,121667,141472,3.248,4.700,15.266
11722,1,0,0,0.300,121518,141110,3.248,4.700,15.266
11762,1,0,0,0.300,121426,140878,3.252,4.800,15.610
11802,1,0,0,0.300,121374,140754,3.252,4.800,15.610
11842,1,0,0,0.300,121368,140718,3.252,4.800,15.610
11882,1,0,0,0.300,121403,140782,3.252,4.800,15.610
11922,1,0,0,0.300,121426,140850,3.252,4.800,15.610
11962,1,0,0,0.300,121444,140891,3.248,4.800,15.590
12002,1,0,0,0.300,121472,140964,3.248,4.800,15.590
12042,1,0,0,0.300,121502,141043,3.248,4.800,15.590
12082,1,0,0,0.300,121468,140969,3.252,4.700,15.284
12122,1,0,0,0.300,121449,140918,3.252,4.700,15.284
12162,1,0,0,0.300,121491,141006,3.248,4.800,15.590
12202,1,0,0,0.300,121603,141281,3.248,4.800,15.590
12242,1,0,0,0.300,121767,141658,3.248,4.800,15.590
12282,1,0,0,0.300,121880,141940,3.248,5.000,16.240
12322,1,0,0,0.300,121943,142119,3.248,5.000,16.240
12362,1,0,0,0.300,122008,142259,3.248,4.900,15.915
12402,1,0,0,0.300,122034,142340,3.248,4.900,15.915
12442,1,0,0,0.300,121928,142045,3.248,4.900,15.915
12482,1,0,0,0.300,121725,141549,3.248,4.700,15.266
12522,1,0,0,0.300,121591,141237,3.248,4.700,15.266
12562,1,0,0,0.300,121516,141063,3.252,4.800,15.610
12602,1,0,0,0.300,121483,140986,3.252,4.800,15.610
12642,1,0,0,0.300,121499,141024,3.252,4.800,15.610
12682,1,0,0,0.300,121498,141006,3.252,5.000,16.260
12722,1,0,0,0.300,121474,140981,3.252,5.000,16.260
12762,1,0,0,0.300,121484,140976,3.248,5.000,16.240
12802,1,0,0,0.300,121509,141063,3.248,5.000,16.240
12842,1,0,0,0.300,121550,141187,3.248,5.000,16.240
12882,1,0,0,0.300,121585,141291,3.252,4.800,15.610
12922,1,0,0,0.300,121601,141378,3.252,4.800,15.610
12962,1,0,0,0.300,121664,141509,3.248,4.800,15.590
13002,1,0,0,0.300,121742,141703,3.248,4.800,15.590
13042,1,0,0,0.300,121816,141883,3.248,4.800,15.590
13082,1,0,0,0.300,121860,142002,3.248,4.800,15.590
13122,1,0,0,0.300,121909,142136,3.248,4.800,15.590
13162,1,0,0,0.300,121958,142258,3.248,4.800,15.590
13202,1,0,0,0.300,121941,142203,3.248,4.800,15.590
13242,1,0,0,0.300,121762,141781,3.248,4.800,15.590
13282,1,0,0,0.300,121611,141379,3.252,4.700,15.284
13322,1,0,0,0.300,121542,141212,3.252,4.700,15.284
13362,1,0,0,0.300,121517,141132,3.248,4.600,14.941
13402,1,0,0,0.300,121483,141084,3.248,4.600,14.941
13442,1,0,0,0.300,121483,141076,3.248,4.600,14.941
13482,1,0,0,0.300,121470,141069,3.248,5.000,16.240
13522,1,0,0,0.300,121472,141071,3.248,5.000,16.240
13562,1,0,0,0.300,121508,141203,3.252,4.800,15.610
13602,1,0,0,0.300,121626,141476,3.252,4.800,15.610
13642,1,0,0,0.300,121743,141773,3.252,4.800,15.610
13682,1,0,0,0.300,121834,142034,3.248,4.800,15.590
13722,1,0,0,0.300,121912,142225,3.248,4.800,15.590
13762,1,0,0,0.300,121954,142373,3.252,4.800,15.610
13802,1,0,0,0.300,122005,142468,3.252,4.800,15.610
13842,1,0,0,0.300,122057,142606,3.252,4.800,15.610
13882,1,0,0,0.300,122103,142741,3.252,5.300,17.236
13922,1,0,0,0.300,122182,142885,3.252,5.300,17.236
13962,1,0,0,0.300,122194,142949,3.248,5.000,16.240
14002,1,0,0,0.300,122101,142733,3.248,5.000,16.240
14042,1,0,0,0.300,121945,142323,3.248,5.000,16.240
14082,1,0,0,0.300,121850,142101,3.252,4.600,14.959
14122,1,0,0,0.300,121812,142021,3.252,4.600,14.959
14162,1,0,0,0.300,121828,142038,3.252,4.700,15.284
14202,1,0,0,0.300,121872,142165,3.252,4.700,15.284
14242,1,0,0,0.300,121892,142229,3.252,4.700,15.284
14282,1,0,0,0.300,121897,142235,3.248,4.800,15.590
14322,1,0,0,0.300,121900,142255,3.248,4.800,15.590
14362,1,0,0,0.300,121916,142313,3.248,4.600,14.941
14402,1,0,0,0.300,121926,142362,3.248,4.600,14.941
14442,1,0,0,0.300,121953,142427,3.248,4.600,14.941
14482,1,0,0,0.300,121994,142551,3.248,4.800,15.590
14522,1,0,0,0.300,122049,142688,3.248,4.800,15.590
14562,1,0,0,0.300,122099,142844,3.252,4.600,14.959
14602,1,0,0,0.300,122160,142957,3.252,4.600,14.959
14642,1,0,0,0.300,122203,143090,3.252,4.600,14.959
14682,1,0,0,0.300,122216,143143,3.248,4.800,15.590
14722,1,0,0,0.300,122142,142957,3.248,4.800,15.590
14762,1,0,0,0.300,121957,142517,3.248,5.000,16.240
14802,1,0,0,0.300,121842,142211,3.248,5.000,16.240
14842,1,0,0,0.300,121803,142108,3.248,5.000,16.240
14882,1,0,0,0.300,121772,142044,3.248,4.700,15.266
14922,1,0,0,0.300,121777,142042,3.248,4.700,15.266
14962,1,0,0,0.300,121790,142121,3.252,4.800,15.610
15002,1,0,0,0.300,121814,142164,3.252,4.800,15.610
15042,1,0,0,0.300,121824,142179,3.252,4.800,15.610
15082,1,0,0,0.300,121832,142229,3.248,5.000,16.240
15122,1,0,0,0.300,121880,142342,3.248,5.000,16.240
15162,1,0,0,0.300,121915,142457,3.248,5.000,16.240
15202,1,0,0,0.300,121951,142565,3.248,5.000,16.240
15243,1,0,0,0.300,122003,142684,3.248,5.000,16.240
15282,1,0,0,0.300,122061,142833,3.248,4.700,15.266
15323,1,0,0,0.300,122086,142928,3.248,4.700,15.266
15362,1,0,0,0.300,122118,143015,3.248,4.700,15.266
15402,1,0,0,0.300,122158,143122,3.248,4.700,15.266
15443,1,0,0,0.300,122165,143136,3.248,4.700,15.266
15482,1,0,0,0.300,122045,142804,3.248,4.800,15.590
15523,1,0,0,0.300,121855,142326,3.248,4.800,15.590
15562,1,0,0,0.300,121766,142092,3.248,4.900,15.915
15602,1,0,0,0.300,121734,142022,3.248,4.900,15.915
15643,1,0,0,0.300,121719,141981,3.248,4.900,15.915
15682,1,0,0,0.300,121721,141999,3.252,4.800,15.610
15723,1,0,0,0.300,121753,142077,3.252,4.800,15.610
15762,1,0,0,0.300,121801,142163,3.248,5.000,16.240
15803,1,0,0,0.300,121812,142232,3.248,5.000,16.240
15843,1,0,0,0.300,121846,142310,3.248,5.000,16.240
15882,1,0,0,0.300,121877,142402,3.252,4.700,15.284
15923,1,0,0,0.300,121939,142561,3.252,4.700,15.284
15963,1,0,0,0.300,121998,142696,3.248,5.000,16.240
16003,1,0,0,0.300,122036,142813,3.248,5.000,16.240
16043,1,0,0,0.300,122062,142906,3.248,5.000,16.240
16082,1,0,0,0.300,122105,143003,3.248,4.900,15.915
16123,1,0,0,0.300,122140,143106,3.248,4.900,15.915
16163,1,0,0,0.300,122160,143162,3.248,4.900,15.915
16203,1,0,0,0.300,122086,142982,3.248,4.900,15.915
16243,1,0,1,0.000,121891,142476,3.248,4.900,15.915
16283,1,0,1,0.000,121737,142087,3.248,4.700,15.266
16323,1,0,1,0.000,121659,141890,3.248,4.700,15.266
16363,1,0,1,0.000,121634,141820,3.248,4.600,14.941
16403,1,0,1,0.000,121654,141874,3.248,4.600,14.941
16443,1,0,1,0.000,121659,141913,3.248,4.600,14.941
16483,1,0,1,0.000,121680,141969,3.248,5.000,16.240
16523,1,0,1,0.000,121685,141999,3.248,5.000,16.240
16563,1,0,1,0.000,121700,142033,3.248,4.800,15.590
16603,1,0,1,0.000,121723,142106,3.248,4.800,15.590
16643,1,0,1,0.000,121783,142248,3.248,4.800,15.590
16683,1,0,1,0.000,121842,142400,3.252,4.800,15.610
16723,1,0,1,0.000,121903,142543,3.252,4.800,15.610
16763,1,0,1,0.000,121934,142659,3.248,4.900,15.915
16803,1,0,1,0.000,121983,142787,3.248,4.900,15.915
16843,1,0,1,0.000,122056,142954,3.248,4.900,15.915
16883,1,0,1,0.000,122112,143084,3.252,5.000,16.260
16923,1,0,1,0.000,122136,143165,3.252,5.000,16.260
16963,1,0,1,0.000,122082,143045,3.248,5.000,16.240
17003,1,0,1,0.000,121936,142617,3.248,5.000,16.240
17043,1,0,1,0.000,121805,142280,3.248,5.000,16.240
17083,1,0,1,0.000,121736,142143,3.248,4.800,15.590
17123,1,0,1,0.000,121727,142126,3.248,4.800,15.590
17163,1,0,1,0.000,121760,142208,3.248,5.000,16.240
17203,1,0,1,0.000,121787,142294,3.248,5.000,16.240
17243,1,0,1,0.000,121781,142296,3.248,5.000,16.240
17283,1,0,1,0.000,121763,142290,3.248,4.900,15.915
17323,1,0,1,0.000,121769,142315,3.248,4.900,15.915
17363,1,0,1,0.000,121812,142405,3.248,4.900,15.915
17403,1,0,1,0.000,121859,142554,3.248,4.900,15.915
17443,1,0,1,0.000,121901,142668,3.248,4.900,15.915
17483,1,0,1,0.000,121945,142777,3.248,4.800,15.590
17523,1,0,1,0.000,121976,142883,3.248,4.800,15.590
17563,1,0,1,0.000,122039,143001,3.248,4.600,14.941
17603,1,0,1,0.000,122103,143170,3.248,4.600,14.941
17643,1,0,1,0.000,122148,143285,3.248,4.600,14.941
17683,1,0,1,0.000,122110,143202,3.248,4.900,15.915
17723,1,0,1,0.000,122001,142930,3.248,4.900,15.915
17763,1,0,1,0.000,121908,142698,3.248,4.800,15.590
17803,1,0,1,0.000,121906,142654,3.248,4.800,15.590
17843,1,0,1,0.000,121926,142728,3.248,4.800,15.590
17883,1,0,1,0.000,121960,142837,3.248,5.000,16.240
17923,1,0,1,0.000,121986,142923,3.248,5.000,16.240
17963,1,0,1,0.000,121998,142968,3.248,5.000,16.240
18003,1,0,1,0.000,122007,142966,3.248,5.000,16.240
18043,1,0,1,0.000,122022,143006,3.248,5.000,16.240
18083,1,0,1,0.000,122050,143110,3.248,4.800,15.590
18123,1,0,1,0.000,122095,143225,3.248,4.800,15.590
18163,1,0,1,0.000,122145,143321,3.252,4.900,15.935
18203,1,0,1,0.000,122187,143469,3.252,4.900,15.935
18243,1,0,1,0.000,122251,143609,3.252,4.900,15.935
18283,1,0,1,0.000,122293,143734,3.248,4.900,15.915
18323,1,0,1,0.000,122315,143798,3.248,4.900,15.915
18363,1,0,1,0.000,122316,143787,3.248,5.000,16.240
18403,1,0,1,0.000,122210,143536,3.248,5.000,16.240
18443,1,0,1,0.000,122089,143221,3.248,5.000,16.240
18483,1,0,1,0.000,122031,143085,3.252,4.800,15.610
18523,1,0,1,0.000,122042,143111,3.252,4.800,15.610
18563,1,0,1,0.000,122060,143203,3.248,4.800,15.590
18603,1,0,1,0.000,122088,143253,3.248,4.800,15.590
18643,1,0,1,0.000,122090,143289,3.248,4.800,15.590
18683,1,0,1,0.000,122086,143280,3.248,4.800,15.590
18723,1,0,1,0.000,122090,143314,3.248,4.800,15.590
18763,1,0,1,0.000,122109,143397,3.248,5.000,16.240
18803,1,0,1,0.000,122156,143498,3.248,5.000,16.240
18843,1,0,1,0.000,122205,143601,3.248,5.000,16.240
18883,1,0,1,0.000,122243,143715,3.248,4.900,15.915
18923,1,0,1,0.000,122267,143797,3.248,4.900,15.915
18963,1,0,1,0.000,122267,143823,3.248,4.800,15.590
19003,1,0,1,0.000,122264,143837,3.248,4.800,15.590
19043,1,0,1,0.000,122225,143719,3.248,4.800,15.590
19083,1,0,1,0.000,122059,143303,3.248,4.800,15.590
19123,1,0,1,0.000,121874,142811,3.248,4.800,15.590
19163,1,0,1,0.000,121793,142551,3.248,4.800,15.590
19203,1,0,1,0.000,121744,142480,3.248,4.800,15.590
19243,1,0,1,0.000,121745,142476,3.248,4.800,15.590
19283,1,0,1,0.000,121745,142491,3.248,4.700,15.266
19323,1,0,1,0.000,121752,142514,3.248,4.700,15.266
19363,1,0,1,0.000,121745,142506,3.248,5.000,16.240
19403,1,0,1,0.000,121752,142519,3.248,5.000,16.240
19443,1,0,1,0.000,121792,142611,3.248,5.000,16.240
19483,1,0,1,0.000,121831,142731,3.248,4.800,15.590
19523,1,0,1,0.000,121908,142917,3.248,4.800,15.590
19563,1,0,1,0.000,121944,143046,3.248,4.800,15.590
19603,1,0,1,0.000,121989,143136,3.248,4.800,15.590
19643,1,0,1,0.000,122022,143233,3.248,4.800,15.590
19683,1,0,1,0.000,122058,143344,3.248,4.800,15.590
19723,1,0,1,0.000,122010,143205,3.248,4.800,15.590
19763,1,0,1,0.000,121797,142650,3.248,4.800,15.590
19803,1,0,1,0.000,121603,142123,3.248,4.800,15.590
19843,1,0,1,0.000,121490,141843,3.248,4.800,15.590
19883,1,0,1,0.000,121411,141658,3.248,4.600,14.941
19923,1,0,1,0.000,121330,141507,3.248,4.600,14.941
19963,1,0,1,0.000,121331,141504,3.248,4.900,15.915
20003,1,0,1,0.000,121342,141555,3.248,4.900,15.915
20043,1,0,1,0.000,121342,141563,3.248,4.900,15.915
20083,1,0,1,0.000,121344,141547,3.252,4.800,15.610
20123,1,0,1,0.000,121385,141675,3.252,4.800,15.610
20164,1,0,1,0.000,121446,141846,3.248,4.700,15.266
20203,1,0,1,0.000,121524,142028,3.248,4.700,15.266
20243,1,0,1,0.000,121589,142220,3.248,4.700,15.266
20284,1,0,1,0.000,121643,142412,3.248,4.800,15.590
20323,1,0,1,0.000,121705,142568,3.248,4.800,15.590
20364,1,0,1,0.000,121749,142702,3.252,4.700,15.284
20403,1,0,1,0.000,121792,142765,3.252,4.700,15.284
20443,1,0,1,0.000,121647,142429,3.252,4.700,15.284
20484,1,0,1,0.000,121448,141873,3.248,4.900,15.915
20523,1,0,1,0.000,121309,141538,3.248,4.900,15.915
20564,1,0,1,0.000,121240,141374,3.248,4.800,15.590
20603,1,0,1,0.000,121211,141253,3.248,4.800,15.590
20643,1,0,1,0.000,121221,141256,3.248,4.800,15.590
20684,1,0,1,0.000,121247,141300,3.248,4.600,14.941
20723,1,0,1,0.000,121249,141309,3.248,4.600,14.941
20764,1,0,1,0.000,121235,141272,3.252,4.900,15.935
20804,1,0,1,0.000,121274,141348,3.252,4.900,15.935
20843,1,0,1,0.000,121323,141496,3.252,4.900,15.935
20884,1,0,1,0.000,121406,141690,3.248,4.600,14.941
20924,1,0,1,0.000,121495,141915,3.248,4.600,14.941
20964,1,0,1,0.000,121611,142184,3.252,5.000,16.260
21004,1,0,1,0.000,121720,142474,3.252,5.000,16.260
21043,1,0,1,0.000,121798,142692,3.252,5.000,16.260
21084,1,0,1,0.000,121850,142840,3.252,4.900,15.935
21124,1,0,1,0.000,121844,142864,3.252,4.900,15.935
21164,1,0,1,0.000,121701,142443,3.248,4.800,15.590
21204,1,0,1,0.000,121513,141958,3.248,4.800,15.590
21244,1,0,1,0.000,121424,141734,3.248,4.800,15.590
21284,1,0,1,0.000,121398,141658,3.248,4.800,15.590
21324,1,0,1,0.000,121384,141628,3.248,4.800,15.590
21364,1,0,1,0.000,121393,141676,3.248,4.800,15.590
21404,1,0,1,0.000,121415,141706,3.248,4.800,15.590
21444,1,0,1,0.000,121440,141752,3.248,4.800,15.590
21484,1,0,1,0.000,121464,141803,3.248,4.700,15.266
21524,1,0,1,0.000,121512,141911,3.248,4.700,15.266
21564,1,0,1,0.000,121573,142090,3.248,4.900,15.915
21604,1,0,1,0.000,121659,142283,3.248,4.900,15.915
21644,1,0,1,0.000,121733,142485,3.248,4.900,15.915
21684,1,0,1,0.000,121815,142708,3.248,5.100,16.565
21724,1,0,1,0.000,121904,142912,3.248,5.100,16.565
21764,1,0,1,0.000,121972,143096,3.252,4.900,15.935
21804,1,0,1,0.000,122024,143271,3.252,4.900,15.935
21844,1,0,1,0.000,122063,143322,3.252,4.900,15.935
21884,1,0,1,0.000,121952,143041,3.248,4.900,15.915
21924,1,0,1,0.000,121781,142586,3.248,4.900,15.915
21964,1,0,1,0.000,121694,142351,3.248,5.000,16.240
22004,1,0,1,0.000,121678,142335,3.248,5.000,16.240
22044,1,0,1,0.000,121682,142351,3.248,5.000,16.240
22084,1,0,1,0.000,121689,142405,3.248,4.900,15.915
22124,1,0,1,0.000,121705,142439,3.248,4.900,15.915
22164,1,0,1,0.000,121682,142392,3.248,4.800,15.590
22204,1,0,1,0.000,121673,142378,3.248,4.800,15.590
22244,1,0,1,0.000,121732,142506,3.248,4.800,15.590
22284,1,0,1,0.000,121805,142677,3.248,4.700,15.266
22324,1,0,1,0.000,121871,142849,3.248,4.700,15.266
22364,1,0,1,0.000,121920,143039,3.248,4.700,15.266
22404,1,0,1,0.000,121998,143204,3.248,4.700,15.266
22444,1,0,1,0.000,122064,143384,3.248,4.700,15.266
22484,1,0,1,0.000,122116,143512,3.252,4.900,15.935
22524,1,0,1,0.000,122112,143499,3.252,4.900,15.935
22564,1,0,1,0.000,121975,143137,3.248,5.000,16.240
22604,1,0,1,0.000,121838,142792,3.248,5.000,16.240
22644,1,0,1,0.000,121761,142617,3.248,5.000,16.240
22684,1,0,1,0.000,121741,142568,3.248,4.800,15.590
22724,1,0,1,0.000,121753,142631,3.248,4.800,15.590
22764,1,0,1,0.000,121788,142689,3.248,5.000,16.240
22804,1,0,1,0.000,121783,142712,3.248,5.000,16.240
22844,1,0,1,0.000,121773,142697,3.248,5.000,16.240
22884,1,0,1,0.000,121768,142703,3.248,5.000,16.240
22924,1,0,1,0.000,121806,142803,3.248,5.000,16.240
22964,1,0,1,0.000,121864,142959,3.252,5.000,16.260
23004,1,0,1,0.000,121912,143092,3.252,5.000,16.260
23044,1,0,1,0.000,121970,143259,3.252,5.000,16.260
23084,1,0,1,0.000,122031,143419,3.248,4.900,15.915
23124,1,0,1,0.000,122091,143565,3.248,4.900,15.915
23164,1,0,1,0.000,122139,143709,3.252,5.000,16.260
23204,1,0,1,0.000,122145,143685,3.252,5.000,16.260
23244,1,0,1,0.000,121974,143263,3.252,5.000,16.260
23284,1,0,1,0.000,121802,142817,3.248,4.700,15.266
23324,1,0,1,0.000,121690,142572,3.248,4.700,15.266
23364,1,0,1,0.000,121650,142443,3.248,4.900,15.915
23404,1,0,1,0.000,121596,142352,3.248,4.900,15.915
23444,1,0,1,0.000,121580,142338,3.248,4.900,15.915
23484,1,0,1,0.000,121604,142369,3.252,5.100,16.585
23524,1,0,1,0.000,121599,142367,3.252,5.100,16.585
