I (256) sleep_gpio: Configure to isolate all GPIO pins in sleep state
I (263) sleep_gpio: Enable automatic switching of GPIO sleep configuration
I (270) main_task: Started on CPU0
I (280) main_task: Calling app_main()
I (280) SYS_DEMO: ==== MAX30102 RAW LOGGER START ====
I (280) SYS_DEMO: INA219 found, CONFIG(before)=0x399F
I (290) SYS_DEMO: MAX30102 PART_ID=0x15
I (390) SYS_DEMO: MAX30102 profile applied: 25sps_low
I (390) SYS_DEMO: PROFILE_SWEEP disabled: fixed profile mode
timestamp_ms,profile_id,red,ir,bus_v,current_ma,power_mw
2621,1,35313,36226,3.280,8.100,26.568
2661,1,35356,36310,3.280,8.100,26.568
2701,1,35405,36407,3.280,6.600,21.648
2741,1,35440,36481,3.280,6.600,21.648
2782,1,35405,36432,3.260,5.100,16.626
2822,1,35397,36386,3.260,5.100,16.626
2862,1,35397,36410,3.260,5.100,16.626
2902,1,35442,36485,3.280,5.100,16.728
2942,1,35490,36580,3.280,5.100,16.728
2981,1,35517,36667,3.272,4.600,15.051
3021,1,35571,36746,3.272,4.600,15.051
3061,1,35595,36788,3.272,4.600,15.051
3102,1,35579,36741,3.280,4.300,14.104
3142,1,35406,36380,3.280,4.300,14.104
3182,1,35261,36043,3.276,6.600,21.622
3222,1,35261,36041,3.276,6.600,21.622
3262,1,35293,36132,3.276,6.600,21.622
3301,1,35301,36134,3.284,4.700,15.435
3341,1,35301,36133,3.284,4.700,15.435
3382,1,35330,36205,3.268,4.600,15.033
3422,1,35359,36285,3.268,4.600,15.033
3462,1,35343,36229,3.268,4.600,15.033
3502,1,35284,36098,3.276,4.200,13.759
3542,1,35149,35812,3.276,4.200,13.759
3581,1,35031,35603,3.280,8.100,26.568
3621,1,35085,35724,3.280,8.100,26.568
3661,1,35135,35829,3.280,8.100,26.568
3702,1,35173,35924,3.280,4.900,16.072
3742,1,35198,35982,3.280,4.900,16.072
3782,1,35165,35910,3.264,5.100,16.646
3822,1,34926,35392,3.264,5.100,16.646
3862,1,34754,35025,3.264,5.100,16.646
3901,1,34756,35049,3.280,4.900,16.072
3941,1,34800,35120,3.280,4.900,16.072
3982,1,34792,35125,3.276,4.800,15.725
4022,1,34786,35094,3.276,4.800,15.725
4062,1,34745,35020,3.276,4.800,15.725
4102,1,34705,34949,3.276,4.000,13.104
4142,1,34650,34835,3.276,4.000,13.104
4181,1,34627,34781,3.276,7.200,23.587
4221,1,34635,34803,3.276,7.200,23.587
4261,1,34574,34696,3.276,7.200,23.587
4302,1,34549,34664,3.284,5.600,18.390
4342,1,34550,34656,3.284,5.600,18.390
4382,1,34514,34583,3.260,4.800,15.648
4422,1,34503,34554,3.260,4.800,15.648
4462,1,34406,34349,3.260,4.800,15.648
4502,1,34216,33962,3.268,4.600,15.033
4542,1,34129,33812,3.268,4.600,15.033
4582,1,34187,33960,3.280,8.400,27.552
4622,1,34228,34022,3.280,8.400,27.552
4662,1,34302,34172,3.280,8.400,27.552
4702,1,34361,34283,3.284,4.700,15.435
4742,1,34305,34148,3.284,4.700,15.435
4782,1,34194,33944,3.268,5.500,17.974
4822,1,34120,33752,3.268,5.500,17.974
4862,1,33961,33422,3.268,5.500,17.974
4902,1,33727,32908,3.284,4.700,15.435
4942,1,33501,32482,3.284,4.700,15.435
4982,1,33370,32271,3.272,6.400,20.941
5022,1,33305,32194,3.272,6.400,20.941
5062,1,33055,31879,3.272,6.400,20.941
5102,1,32744,31517,3.284,4.200,13.793
5142,1,32866,31651,3.284,4.200,13.793
5182,1,32919,31677,3.284,7.200,23.645
5222,1,32950,31680,3.284,7.200,23.645
5262,1,33084,31847,3.284,7.200,23.645
5302,1,33200,32006,3.284,5.800,19.047
5342,1,33273,32089,3.284,5.800,19.047
5382,1,33256,32089,3.260,4.600,14.996
5422,1,33260,32052,3.260,4.600,14.996
5462,1,33251,32039,3.260,4.600,14.996
5502,1,33193,31943,3.284,4.600,15.106
5542,1,33154,31901,3.284,4.600,15.106
5582,1,33166,31900,3.280,7.900,25.912
5622,1,33139,31900,3.280,7.900,25.912
5662,1,33205,31998,3.280,7.900,25.912
5702,1,33244,32040,3.280,4.300,14.104
5742,1,33284,32125,3.280,4.300,14.104
5782,1,33272,32123,3.272,6.000,19.632
5822,1,33248,32074,3.272,6.000,19.632
5862,1,33221,32015,3.272,6.000,19.632
5902,1,33175,31945,3.284,4.800,15.763
5942,1,33170,31943,3.284,4.800,15.763
5982,1,33201,31990,3.268,4.800,15.686
6022,1,33251,32046,3.268,4.800,15.686
6062,1,33250,32068,3.268,4.800,15.686
6102,1,33242,32046,3.280,4.300,14.104
6142,1,33233,32037,3.280,4.300,14.104
6182,1,33207,31990,3.276,8.100,26.536
6222,1,33192,31961,3.276,8.100,26.536
6262,1,33190,31958,3.276,8.100,26.536
6302,1,33174,31970,3.284,4.800,15.763
6342,1,33149,31940,3.284,4.800,15.763
6382,1,33154,31945,3.260,4.900,15.974
6422,1,33166,31959,3.260,4.900,15.974
6462,1,33193,32007,3.260,4.900,15.974
6502,1,33292,32164,3.268,4.300,14.052
6542,1,33431,32417,3.268,4.300,14.052
6582,1,33545,32625,3.280,7.700,25.256
6622,1,33478,32480,3.280,7.700,25.256
6662,1,33449,32454,3.280,7.700,25.256
6702,1,33475,32477,3.280,4.000,13.120
6742,1,33461,32444,3.280,4.000,13.120
6782,1,33457,32443,3.272,6.000,19.632
6822,1,33470,32474,3.272,6.000,19.632
6862,1,33438,32417,3.272,6.000,19.632
6902,1,33416,32363,3.288,5.000,16.440
6942,1,33403,32349,3.288,5.000,16.440
6982,1,33439,32409,3.268,5.800,18.954
7022,1,33509,32572,3.268,5.800,18.954
7062,1,33572,32664,3.268,5.800,18.954
7102,1,33558,32633,3.276,4.600,15.070
7142,1,33532,32611,3.276,4.600,15.070
7182,1,33557,32630,3.280,4.400,14.432
7222,1,33560,32623,3.280,4.400,14.432
7262,1,33580,32691,3.280,4.400,14.432
7302,1,33598,32734,3.284,4.700,15.435
7342,1,33499,32509,3.284,4.700,15.435
7382,1,33422,32400,3.280,4.700,15.416
7422,1,33458,32477,3.280,4.700,15.416
7462,1,33490,32528,3.280,4.700,15.416
7502,1,33483,32503,3.280,4.400,14.432
7542,1,33498,32555,3.280,4.400,14.432
7582,1,33500,32562,3.276,4.500,14.742
7622,1,33480,32499,3.276,4.500,14.742
7662,1,33494,32544,3.276,4.500,14.742
7702,1,33516,32570,3.284,4.200,13.793
7742,1,33509,32565,3.284,4.200,13.793
7782,1,33523,32573,3.280,4.700,15.416
7822,1,33533,32604,3.280,4.700,15.416
7862,1,33530,32605,3.280,4.700,15.416
7902,1,33556,32626,3.280,4.700,15.416
7942,1,33540,32631,3.280,4.700,15.416
7982,1,33450,32463,3.284,4.600,15.106
8022,1,33365,32335,3.284,4.600,15.106
8062,1,33371,32330,3.284,4.600,15.106
8102,1,33395,32372,3.280,4.500,14.760
8142,1,33402,32382,3.280,4.500,14.760
8182,1,33426,32454,3.280,4.600,15.088
8222,1,33460,32482,3.280,4.600,15.088
8262,1,33451,32482,3.280,4.600,15.088
8302,1,33450,32486,3.280,4.300,14.104
8342,1,33445,32490,3.280,4.300,14.104
8382,1,33453,32502,3.284,5.500,18.062
8422,1,33475,32544,3.284,5.500,18.062
8462,1,33482,32553,3.284,5.500,18.062
8502,1,33481,32561,3.284,4.600,15.106
8542,1,33501,32625,3.284,4.600,15.106
8582,1,33535,32666,3.284,4.500,14.778
8622,1,33472,32566,3.284,4.500,14.778
8662,1,33379,32385,3.284,4.500,14.778
8702,1,33349,32343,3.280,4.100,13.448
8742,1,33380,32395,3.280,4.100,13.448
8782,1,33405,32442,3.280,4.500,14.760
8822,1,33433,32500,3.280,4.500,14.760
8862,1,33467,32541,3.280,4.500,14.760
8902,1,33479,32596,3.284,4.900,16.092
8942,1,33489,32605,3.284,4.900,16.092
8982,1,33499,32608,3.280,4.800,15.744
9022,1,33501,32641,3.280,4.800,15.744
9062,1,33525,32659,3.280,4.800,15.744
9102,1,33536,32681,3.272,4.300,14.070
9142,1,33540,32706,3.272,4.300,14.070
9182,1,33555,32730,3.280,4.800,15.744
9222,1,33558,32736,3.280,4.800,15.744
9262,1,33519,32660,3.280,4.800,15.744
9302,1,33396,32432,3.280,4.200,13.776
9342,1,33326,32325,3.280,4.200,13.776
9382,1,33328,32328,3.284,4.700,15.435
9422,1,33339,32347,3.284,4.700,15.435
9462,1,33376,32395,3.284,4.700,15.435
9502,1,33400,32452,3.284,5.000,16.420
9542,1,33425,32520,3.284,5.000,16.420
9582,1,33440,32517,3.272,4.700,15.378
9622,1,33429,32498,3.272,4.700,15.378
9662,1,33436,32510,3.272,4.700,15.378
9702,1,33471,32576,3.276,4.600,15.070
9742,1,33490,32598,3.276,4.600,15.070
9782,1,33490,32617,3.284,4.800,15.763
9822,1,33513,32640,3.284,4.800,15.763
9862,1,33533,32663,3.284,4.800,15.763
9902,1,33514,32648,3.280,4.400,14.432
9942,1,33422,32473,3.280,4.400,14.432
9982,1,33295,32270,3.280,4.700,15.416
10022,1,33267,32223,3.280,4.700,15.416
10062,1,33294,32279,3.280,4.700,15.416
10102,1,33309,32306,3.268,4.700,15.360
10142,1,33315,32304,3.268,4.700,15.360
10182,1,33329,32322,3.276,4.500,14.742
10222,1,33313,32316,3.276,4.500,14.742
10262,1,33322,32321,3.276,4.500,14.742
10302,1,33330,32326,3.280,4.400,14.432
10342,1,33324,32310,3.280,4.400,14.432
10382,1,33344,32344,3.280,6.400,20.992
10422,1,33360,32377,3.280,6.400,20.992
10462,1,33351,32344,3.280,6.400,20.992
10502,1,33321,32311,3.284,5.000,16.420
10542,1,33316,32314,3.284,5.000,16.420
10582,1,33290,32279,3.264,4.900,15.994
10622,1,33192,32092,3.264,4.900,15.994
10662,1,33117,31959,3.264,4.900,15.994
10702,1,33081,31928,3.272,4.400,14.397
10742,1,33094,31942,3.272,4.400,14.397
10782,1,33130,31991,3.280,4.700,15.416
10822,1,33152,32023,3.280,4.700,15.416
10862,1,33152,32040,3.280,4.700,15.416
10902,1,33150,32024,3.280,4.300,14.104
10942,1,33142,32017,3.280,4.300,14.104
10982,1,33128,31999,3.268,5.400,17.647
11022,1,33155,32026,3.268,5.400,17.647
11062,1,33174,32058,3.268,5.400,17.647
11103,1,33185,32074,3.284,5.000,16.420
11143,1,33198,32110,3.284,5.000,16.420
11182,1,33217,32140,3.272,4.900,16.033
11222,1,33223,32141,3.272,4.900,16.033
11262,1,33201,32098,3.272,4.900,16.033
11302,1,33123,31948,3.280,4.300,14.104
11342,1,33095,31904,3.280,4.300,14.104
11383,1,33125,31946,3.280,4.900,16.072
11423,1,33162,32030,3.280,4.900,16.072
11463,1,33192,32082,3.280,4.900,16.072
11502,1,33224,32135,3.284,4.200,13.793
11542,1,33238,32153,3.284,4.200,13.793
11582,1,33239,32158,3.260,4.700,15.322
11622,1,33247,32184,3.260,4.700,15.322
11662,1,33277,32240,3.260,4.700,15.322
11703,1,33304,32272,3.284,4.700,15.435
11742,1,33308,32284,3.284,4.700,15.435
11782,1,33329,32322,3.280,4.700,15.416
11822,1,33358,32385,3.280,4.700,15.416
11862,1,33380,32414,3.280,4.700,15.416
11903,1,33349,32352,3.284,4.500,14.778
11943,1,33258,32198,3.284,4.500,14.778
11982,1,33221,32125,3.268,6.000,19.608
12022,1,33203,32136,3.268,6.000,19.608
12062,1,33231,32188,3.268,6.000,19.608
12102,1,33278,32267,3.280,4.800,15.744
12142,1,33302,32298,3.280,4.800,15.744
12183,1,33287,32308,3.268,4.800,15.686
12223,1,33298,32294,3.268,4.800,15.686
12263,1,33301,32310,3.268,4.800,15.686
12302,1,33316,32370,3.280,4.400,14.432
12342,1,33350,32432,3.280,4.400,14.432
12382,1,33404,32521,3.280,8.200,26.896
12422,1,33408,32502,3.280,8.200,26.896
12462,1,33416,32547,3.280,8.200,26.896
12503,1,33445,32599,3.284,4.700,15.435
12543,1,33377,32443,3.284,4.700,15.435
12582,1,33280,32262,3.264,4.800,15.667
12622,1,33252,32230,3.264,4.800,15.667
12662,1,33262,32237,3.264,4.800,15.667
12703,1,33289,32297,3.264,4.500,14.688
12743,1,33327,32388,3.264,4.500,14.688
12783,1,33369,32457,3.280,6.600,21.648
12823,1,33383,32481,3.280,6.600,21.648
12863,1,33389,32496,3.280,6.600,21.648
12902,1,33407,32512,3.280,4.300,14.104
12942,1,33385,32513,3.280,4.300,14.104
12983,1,33401,32491,3.284,6.900,22.660
13023,1,33410,32514,3.284,6.900,22.660
13063,1,33402,32527,3.284,6.900,22.660
13103,1,33433,32580,3.280,5.200,17.056
13143,1,33487,32687,3.280,5.200,17.056
13183,1,33447,32615,3.264,5.000,16.320
13223,1,33386,32512,3.264,5.000,16.320
13262,1,33393,32523,3.264,5.000,16.320
13303,1,33402,32565,3.272,4.300,14.070
13343,1,33434,32614,3.272,4.300,14.070
13383,1,33456,32652,3.280,8.500,27.880
13423,1,33486,32683,3.280,8.500,27.880
13463,1,33500,32708,3.280,8.500,27.880
13503,1,33502,32715,3.284,4.400,14.450
13543,1,33498,32721,3.284,4.400,14.450
13583,1,33511,32747,3.268,5.700,18.628
13623,1,33522,32777,3.268,5.700,18.628
13663,1,33548,32816,3.268,5.700,18.628
13703,1,33591,32918,3.284,4.700,15.435
13743,1,33639,32988,3.284,4.700,15.435
13783,1,33645,32973,3.268,4.700,15.360
13823,1,33577,32847,3.268,4.700,15.360
13863,1,33438,32602,3.268,4.700,15.360
13903,1,33403,32550,3.280,4.200,13.776
13943,1,33420,32594,3.280,4.200,13.776
13983,1,33441,32628,3.280,8.000,26.240
14023,1,33470,32673,3.280,8.000,26.240
14063,1,33489,32720,3.280,8.000,26.240
14103,1,33502,32751,3.284,4.800,15.763
14143,1,33528,32783,3.284,4.800,15.763
14183,1,33535,32825,3.260,4.800,15.648
14223,1,33590,32919,3.260,4.800,15.648
14263,1,33641,33026,3.260,4.800,15.648
14303,1,33663,33062,3.268,4.600,15.033
14343,1,33672,33068,3.268,4.600,15.033
14383,1,33690,33076,3.280,7.400,24.272
14423,1,33702,33115,3.280,7.400,24.272
14463,1,33730,33161,3.280,7.400,24.272
14503,1,33685,33102,3.280,4.200,13.776
14543,1,33630,32995,3.280,4.200,13.776
14583,1,33603,32919,3.280,4.800,15.744
14623,1,33586,32922,3.280,4.800,15.744
14663,1,33619,32994,3.280,4.800,15.744
14703,1,33666,33057,3.280,4.500,14.760
14743,1,33684,33109,3.280,4.500,14.760
14783,1,33734,33226,3.284,4.700,15.435
14823,1,33734,33227,3.284,4.700,15.435
14863,1,33705,33163,3.284,4.700,15.435
14903,1,33704,33178,3.280,4.500,14.760
14943,1,33696,33144,3.280,4.500,14.760
14983,1,33704,33175,3.280,4.600,15.088
15023,1,33725,33205,3.280,4.600,15.088
15063,1,33715,33187,3.280,4.600,15.088
15103,1,33708,33202,3.280,4.200,13.776
15143,1,33720,33215,3.280,4.200,13.776
15183,1,33690,33132,3.280,5.700,18.696
15223,1,33518,32821,3.280,5.700,18.696
15263,1,33441,32688,3.280,5.700,18.696
15303,1,33466,32766,3.284,5.300,17.405
15343,1,33497,32802,3.284,5.300,17.405
15383,1,33504,32830,3.284,4.700,15.435
15423,1,33548,32892,3.284,4.700,15.435
15463,1,33558,32901,3.284,4.700,15.435
15503,1,33523,32841,3.276,4.000,13.104
15543,1,33512,32842,3.276,4.000,13.104
15583,1,33520,32881,3.280,4.600,15.088
15623,1,33542,32904,3.280,4.600,15.088
15663,1,33551,32911,3.280,4.600,15.088
15703,1,33518,32852,3.284,4.200,13.793
15743,1,33517,32862,3.284,4.200,13.793
15783,1,33574,32931,3.284,4.700,15.435
15823,1,33593,32985,3.284,4.700,15.435
15863,1,33560,32931,3.284,4.700,15.435
15903,1,33421,32686,3.268,4.800,15.686
15943,1,33351,32560,3.268,4.800,15.686
15983,1,33366,32576,3.276,4.600,15.070
16023,1,33384,32626,3.276,4.600,15.070
16063,1,33440,32713,3.276,4.600,15.070
16103,1,33487,32814,3.280,4.500,14.760
16143,1,33523,32897,3.280,4.500,14.760
16183,1,33529,32918,3.280,4.600,15.088
16223,1,33522,32891,3.280,4.600,15.088
16263,1,33542,32949,3.280,4.600,15.088
16303,1,33558,32991,3.284,5.000,16.420
16343,1,33593,33015,3.284,5.000,16.420
16383,1,33603,33059,3.284,4.600,15.106
16423,1,33621,33095,3.284,4.600,15.106
16463,1,33640,33103,3.284,4.600,15.106
16503,1,33669,33162,3.272,4.500,14.724
16543,1,33637,33115,3.272,4.500,14.724
16583,1,33498,32819,3.280,4.700,15.416
16623,1,33407,32672,3.280,4.700,15.416
16663,1,33424,32699,3.280,4.700,15.416
16703,1,33434,32723,3.280,4.100,13.448
16743,1,33440,32747,3.280,4.100,13.448
16783,1,33478,32824,3.284,5.800,19.047
16823,1,33495,32832,3.284,5.800,19.047
16863,1,33464,32770,3.284,5.800,19.047
16903,1,33458,32777,3.284,5.000,16.420
16943,1,33479,32812,3.284,5.000,16.420
16983,1,33459,32809,3.268,4.700,15.360
17023,1,33480,32825,3.268,4.700,15.360
17063,1,33493,32886,3.268,4.700,15.360
17103,1,33505,32913,3.280,4.400,14.432
17143,1,33516,32922,3.280,4.400,14.432
17183,1,33524,32931,3.280,4.900,16.072
17223,1,33496,32880,3.280,4.900,16.072
17263,1,33339,32605,3.280,4.900,16.072
17303,1,33222,32394,3.280,4.200,13.776
17343,1,33221,32385,3.280,4.200,13.776
17383,1,33220,32416,3.260,4.600,14.996
17423,1,33255,32465,3.260,4.600,14.996
17463,1,33280,32539,3.260,4.600,14.996
17504,1,33324,32610,3.284,4.700,15.435
17544,1,33351,32636,3.284,4.700,15.435
17583,1,33369,32683,3.272,4.700,15.378
17623,1,33386,32713,3.272,4.700,15.378
17663,1,33419,32761,3.272,4.700,15.378
17703,1,33434,32808,3.284,4.400,14.450
17743,1,33437,32806,3.284,4.400,14.450
17784,1,33438,32810,3.280,6.900,22.632
17824,1,33461,32846,3.280,6.900,22.632
17864,1,33472,32880,3.280,6.900,22.632
17903,1,33491,32903,3.284,4.700,15.435
17943,1,33432,32775,3.284,4.700,15.435
17983,1,33298,32549,3.264,4.900,15.994
18023,1,33266,32507,3.264,4.900,15.994
18063,1,33296,32560,3.264,4.900,15.994
18104,1,33338,32616,3.272,4.300,14.070
18144,1,33366,32666,3.272,4.300,14.070
18183,1,33390,32718,3.280,8.000,26.240
18223,1,33409,32772,3.280,8.000,26.240
18263,1,33414,32782,3.280,8.000,26.240
18304,1,33411,32767,3.284,4.600,15.106
18344,1,33409,32780,3.284,4.600,15.106
18384,1,33426,32832,3.268,6.300,20.588
18424,1,33467,32870,3.268,6.300,20.588
18464,1,33489,32923,3.268,6.300,20.588
18503,1,33508,32964,3.284,4.600,15.106
18543,1,33529,33001,3.284,4.600,15.106
18584,1,33554,33078,3.268,4.700,15.360
18624,1,33584,33102,3.268,4.700,15.360
18664,1,33505,32959,3.268,4.700,15.360
18704,1,33447,32833,3.276,4.300,14.087
18744,1,33431,32813,3.276,4.300,14.087
18784,1,33443,32833,3.280,8.300,27.224
18824,1,33460,32868,3.280,8.300,27.224
18864,1,33479,32885,3.280,8.300,27.224
18904,1,33501,32953,3.276,4.100,13.432
18944,1,33498,32966,3.276,4.100,13.432
18984,1,33476,32938,3.264,5.000,16.320
19024,1,33473,32928,3.264,5.000,16.320
19064,1,33471,32914,3.264,5.000,16.320
19104,1,33474,32942,3.284,5.000,16.420
19144,1,33491,32954,3.284,5.000,16.420
19184,1,33484,32987,3.272,6.600,21.595
19224,1,33525,33040,3.272,6.600,21.595
19264,1,33590,33134,3.272,6.600,21.595
19304,1,33590,33155,3.280,4.300,14.104
19344,1,33526,33018,3.280,4.300,14.104
19384,1,33391,32733,3.276,7.000,22.932
19424,1,33312,32629,3.276,7.000,22.932
19464,1,33322,32656,3.276,7.000,22.932
19504,1,33362,32739,3.280,4.700,15.416
19544,1,33419,32831,3.280,4.700,15.416
19584,1,33457,32878,3.260,4.800,15.648
19624,1,33461,32897,3.260,4.800,15.648
19664,1,33434,32863,3.260,4.800,15.648
19704,1,33401,32814,3.272,4.800,15.706
19744,1,33414,32826,3.272,4.800,15.706
19784,1,33410,32842,3.280,8.000,26.240
19824,1,33428,32866,3.280,8.000,26.240
19864,1,33438,32884,3.280,8.000,26.240
19904,1,33439,32891,3.280,4.300,14.104
19944,1,33450,32940,3.280,4.300,14.104
19984,1,33472,32965,3.272,5.800,18.978
20024,1,33395,32790,3.272,5.800,18.978
20064,1,33275,32565,3.272,5.800,18.978
20104,1,33224,32494,3.284,4.900,16.092
20144,1,33210,32455,3.284,4.900,16.092
20184,1,33239,32497,3.284,4.700,15.435
20224,1,33286,32613,3.284,4.700,15.435
20264,1,33323,32665,3.284,4.700,15.435
20304,1,33312,32658,3.280,4.300,14.104
20344,1,33294,32636,3.280,4.300,14.104
20384,1,33293,32638,3.280,4.700,15.416
20424,1,33323,32674,3.280,4.700,15.416
20464,1,33338,32703,3.280,4.700,15.416
20504,1,33368,32753,3.280,4.900,16.072
20544,1,33390,32813,3.280,4.900,16.072
20584,1,33403,32834,3.280,4.700,15.416
20624,1,33400,32819,3.280,4.700,15.416
20664,1,33293,32614,3.280,4.700,15.416
20704,1,33172,32367,3.284,5.000,16.420
20744,1,33126,32309,3.284,5.000,16.420
20784,1,33159,32360,3.272,4.800,15.706
20824,1,33198,32432,3.272,4.800,15.706
20864,1,33233,32511,3.272,4.800,15.706
20904,1,33289,32611,3.280,4.300,14.104
20944,1,33327,32677,3.280,4.300,14.104
20984,1,33319,32688,3.280,4.700,15.416
21024,1,33326,32672,3.280,4.700,15.416
21064,1,33331,32677,3.280,4.700,15.416
21104,1,33343,32715,3.284,4.300,14.121
21144,1,33357,32720,3.284,4.300,14.121
21184,1,33326,32704,3.280,5.000,16.400
21224,1,33365,32739,3.280,5.000,16.400
21264,1,33398,32795,3.280,5.000,16.400
21304,1,33270,32558,3.284,4.700,15.435
21344,1,33130,32298,3.284,4.700,15.435
21384,1,33092,32247,3.280,4.700,15.416
21424,1,33119,32268,3.280,4.700,15.416
21464,1,33121,32277,3.280,4.700,15.416
21504,1,33164,32328,3.280,4.500,14.760
21544,1,33185,32412,3.280,4.500,14.760
21584,1,33192,32373,3.280,6.200,20.336
21624,1,33155,32315,3.280,6.200,20.336
21664,1,33129,32268,3.280,6.200,20.336
21704,1,33125,32289,3.284,4.700,15.435
21744,1,33163,32356,3.284,4.700,15.435
21784,1,33179,32375,3.280,4.800,15.744
21824,1,33166,32373,3.280,4.800,15.744
21864,1,33178,32347,3.280,4.800,15.744
21904,1,33111,32250,3.272,4.500,14.724
21944,1,33009,32086,3.272,4.500,14.724
21984,1,32987,32043,3.276,4.700,15.397
22024,1,33001,32074,3.276,4.700,15.397
22064,1,33003,32050,3.276,4.700,15.397
22104,1,33036,32118,3.284,5.000,16.420
22144,1,33078,32201,3.284,5.000,16.420
22184,1,33084,32251,3.284,5.700,18.719
22224,1,33092,32246,3.284,5.700,18.719
22264,1,33124,32284,3.284,5.700,18.719
22304,1,33137,32307,3.284,4.800,15.763
22344,1,33130,32288,3.284,4.800,15.763
22384,1,33143,32331,3.272,4.500,14.724
22424,1,33146,32335,3.272,4.500,14.724
22464,1,33141,32315,3.272,4.500,14.724
22504,1,33137,32309,3.280,4.400,14.432
22544,1,33075,32207,3.280,4.400,14.432
22585,1,32959,31987,3.280,4.900,16.072
22625,1,32929,31959,3.280,4.900,16.072
22665,1,32967,32003,3.280,4.900,16.072
22704,1,32975,32027,3.280,4.300,14.104
22744,1,33020,32118,3.280,4.300,14.104
22784,1,33081,32207,3.264,4.900,15.994
22824,1,33073,32216,3.264,4.900,15.994
22864,1,33054,32167,3.264,4.900,15.994
22905,1,33048,32163,3.284,4.800,15.763
22945,1,33055,32180,3.284,4.800,15.763
22984,1,33048,32172,3.276,5.000,16.380
23024,1,33076,32214,3.276,5.000,16.380
23064,1,33092,32248,3.276,5.000,16.380
23105,1,33112,32278,3.280,4.400,14.432
23145,1,33127,32300,3.280,4.400,14.432
23185,1,33104,32251,3.276,7.200,23.587
23225,1,33010,32052,3.276,7.200,23.587
23265,1,32945,31973,3.276,7.200,23.587
23304,1,32956,31983,3.280,4.700,15.416
23344,1,32982,32028,3.280,4.700,15.416
23385,1,33018,32076,3.260,5.000,16.300
23425,1,33043,32157,3.260,5.000,16.300
23465,1,33048,32171,3.260,5.000,16.300
23505,1,33041,32142,3.268,4.500,14.706
