I (256) sleep_gpio: Configure to isolate all GPIO pins in sleep state
I (263) sleep_gpio: Enable automatic switching of GPIO sleep configuration
I (270) main_task: Started on CPU0
I (280) main_task: Calling app_main()
I (280) SYS_DEMO: ==== MAX30102 RAW LOGGER START ====
I (280) SYS_DEMO: INA219 found, CONFIG(before)=0x399F
I (290) SYS_DEMO: MAX30102 PART_ID=0x15
I (390) SYS_DEMO: MAX30102 profile applied: 25sps_low
I (390) SYS_DEMO: PROFILE_SWEEP disabled: fixed profile mode
timestamp_ms,profile_id,red,ir,bus_v,current_ma,power_mw
23545,1,33031,32118,3.268,4.500,14.706
23585,1,33049,32117,3.280,7.700,25.256
23625,1,33063,32163,3.280,7.700,25.256
23665,1,33084,32200,3.280,7.700,25.256
23705,1,33098,32205,3.280,4.300,14.104
23745,1,33102,32234,3.280,4.300,14.104
23785,1,33132,32248,3.268,6.300,20.588
23825,1,33082,32164,3.268,6.300,20.588
23865,1,32976,31969,3.268,6.300,20.588
23905,1,32948,31909,3.280,4.900,16.072
23945,1,32960,31937,3.280,4.900,16.072
23985,1,33012,32030,3.268,5.100,16.667
24025,1,33066,32111,3.268,5.100,16.667
24065,1,33101,32174,3.268,5.100,16.667
24105,1,33077,32134,3.272,4.300,14.070
24145,1,33044,32068,3.272,4.300,14.070
24185,1,33040,32065,3.280,8.500,27.880
24225,1,33066,32111,3.280,8.500,27.880
24265,1,33088,32146,3.280,8.500,27.880
24305,1,33120,32204,3.280,4.200,13.776
24345,1,33151,32265,3.280,4.200,13.776
24385,1,33164,32297,3.268,5.800,18.954
24425,1,33171,32283,3.268,5.800,18.954
24465,1,33118,32197,3.268,5.800,18.954
24505,1,33005,31993,3.280,5.200,17.056
24545,1,32955,31912,3.280,5.200,17.056
24585,1,32974,31925,3.268,5.400,17.647
24625,1,32990,31986,3.268,5.400,17.647
24665,1,33035,32064,3.268,5.400,17.647
24705,1,33077,32130,3.276,4.500,14.742
24745,1,33072,32151,3.276,4.500,14.742
24785,1,33056,32082,3.280,4.800,15.744
24825,1,33031,32061,3.280,4.800,15.744
24865,1,33057,32108,3.280,4.800,15.744
24905,1,33059,32118,3.280,4.600,15.088
24945,1,33080,32156,3.280,4.600,15.088
24985,1,33106,32180,3.284,4.500,14.778
25025,1,33123,32213,3.284,4.500,14.778
25065,1,33136,32232,3.284,4.500,14.778
25105,1,33088,32147,3.280,4.800,15.744
25145,1,33003,31996,3.280,4.800,15.744
25185,1,32972,31975,3.272,4.900,16.033
25225,1,33031,32075,3.272,4.900,16.033
25265,1,33083,32166,3.272,4.900,16.033
25305,1,33111,32219,3.280,4.500,14.760
25345,1,33144,32281,3.280,4.500,14.760
25385,1,33146,32304,3.280,4.700,15.416
25425,1,33124,32264,3.280,4.700,15.416
25465,1,33137,32308,3.280,4.700,15.416
25505,1,33164,32365,3.280,6.100,20.008
25545,1,33181,32386,3.280,6.100,20.008
25585,1,33160,32319,3.264,4.900,15.994
25625,1,33174,32343,3.264,4.900,15.994
25665,1,33232,32457,3.264,4.900,15.994
25705,1,33257,32504,3.280,5.000,16.400
25745,1,33190,32364,3.280,5.000,16.400
25785,1,33093,32164,3.276,4.900,16.052
25825,1,33060,32159,3.276,4.900,16.052
25865,1,33089,32183,3.276,4.900,16.052
25905,1,33126,32254,3.280,4.100,13.448
25945,1,33176,32355,3.280,4.100,13.448
25985,1,33197,32377,3.280,7.100,23.288
26025,1,33164,32330,3.280,7.100,23.288
26065,1,33157,32332,3.280,7.100,23.288
26105,1,33180,32366,3.284,5.800,19.047
26145,1,33181,32383,3.284,5.800,19.047
26185,1,33211,32427,3.260,5.000,16.300
26225,1,33237,32488,3.260,5.000,16.300
26265,1,33269,32532,3.260,5.000,16.300
26306,1,33274,32531,3.268,4.500,14.706
26346,1,33263,32525,3.268,4.500,14.706
26385,1,33235,32514,3.280,5.000,16.400
26425,1,33155,32342,3.280,5.000,16.400
26465,1,33119,32273,3.280,5.000,16.400
26505,1,33124,32294,3.280,4.400,14.432
26545,1,33162,32340,3.280,4.400,14.432
26586,1,33192,32397,3.280,6.200,20.336
26626,1,33202,32421,3.280,6.200,20.336
26666,1,33188,32391,3.280,6.200,20.336
26705,1,33181,32380,3.284,4.700,15.435
26745,1,33200,32404,3.284,4.700,15.435
26785,1,33202,32400,3.264,4.800,15.667
26825,1,33212,32439,3.264,4.800,15.667
26865,1,33246,32495,3.264,4.800,15.667
26906,1,33277,32543,3.276,4.400,14.414
26946,1,33303,32582,3.276,4.400,14.414
26985,1,33331,32632,3.280,8.300,27.224
27025,1,33344,32632,3.280,8.300,27.224
27065,1,33220,32406,3.280,8.300,27.224
27106,1,33089,32191,3.284,4.900,16.092
27146,1,33062,32151,3.284,4.900,16.092
27186,1,33059,32174,3.264,5.700,18.605
27226,1,33093,32199,3.264,5.700,18.605
27266,1,33129,32263,3.264,5.700,18.605
27306,1,33192,32373,3.284,4.900,16.092
27346,1,33205,32390,3.284,4.900,16.092
27386,1,33186,32376,3.268,4.800,15.686
27426,1,33192,32372,3.268,4.800,15.686
27466,1,33236,32443,3.268,4.800,15.686
27506,1,33269,32499,3.276,4.200,13.759
27546,1,33299,32540,3.276,4.200,13.759
27586,1,33307,32560,3.284,8.200,26.929
27626,1,33341,32629,3.284,8.200,26.929
27666,1,33371,32674,3.284,8.200,26.929
27706,1,33296,32533,3.284,4.400,14.450
27746,1,33178,32320,3.284,4.400,14.450
27786,1,33183,32340,3.264,5.000,16.320
27826,1,33216,32418,3.264,5.000,16.320
27866,1,33241,32468,3.264,5.000,16.320
27906,1,33265,32514,3.280,4.800,15.744
27946,1,33308,32558,3.280,4.800,15.744
27986,1,33340,32614,3.276,7.200,23.587
28026,1,33327,32615,3.276,7.200,23.587
28066,1,33323,32597,3.276,7.200,23.587
28106,1,33289,32543,3.280,4.300,14.104
28146,1,33283,32542,3.280,4.300,14.104
28186,1,33320,32610,3.276,7.700,25.225
28226,1,33348,32660,3.276,7.700,25.225
28266,1,33380,32701,3.276,7.700,25.225
28306,1,33385,32719,3.284,4.500,14.778
28346,1,33333,32613,3.284,4.500,14.778
28386,1,33202,32379,3.260,4.900,15.974
28426,1,33156,32284,3.260,4.900,15.974
28466,1,33171,32313,3.260,4.900,15.974
28506,1,33199,32380,3.268,4.400,14.379
28546,1,33238,32443,3.268,4.400,14.379
28586,1,33288,32530,3.280,7.200,23.616
28626,1,33294,32549,3.280,7.200,23.616
28667,1,33293,32537,3.276,8.300,27.191
28706,1,33300,32556,3.276,8.300,27.191
28746,1,33303,32579,3.276,8.300,27.191
28786,1,33309,32561,3.276,7.000,22.932
28826,1,33310,32593,3.276,7.000,22.932
28866,1,33331,32629,3.276,7.000,22.932
28906,1,33374,32699,3.284,5.000,16.420
28946,1,33404,32746,3.284,5.000,16.420
28986,1,33336,32635,3.264,4.700,15.341
29026,1,33232,32430,3.264,4.700,15.341
29066,1,33186,32365,3.264,4.700,15.341
29106,1,33206,32379,3.272,4.300,14.070
29146,1,33215,32418,3.272,4.300,14.070
29186,1,33246,32483,3.280,4.700,15.416
29226,1,33280,32531,3.280,4.700,15.416
29266,1,33289,32561,3.280,4.700,15.416
29306,1,33290,32551,3.280,4.000,13.120
29346,1,33282,32549,3.280,4.000,13.120
29386,1,33293,32546,3.280,4.500,14.760
29426,1,33298,32587,3.280,4.500,14.760
29466,1,33323,32630,3.280,4.500,14.760
29506,1,33338,32668,3.284,5.000,16.420
29546,1,33353,32673,3.284,5.000,16.420
29586,1,33364,32704,3.268,4.900,16.013
29626,1,33303,32574,3.268,4.900,16.013
29666,1,33193,32379,3.268,4.900,16.013
29706,1,33171,32353,3.276,4.300,14.087
29746,1,33201,32406,3.276,4.300,14.087
29786,1,33219,32437,3.280,4.900,16.072
29826,1,33251,32489,3.280,4.900,16.072
29866,1,33265,32516,3.280,4.900,16.072
29906,1,33249,32502,3.280,4.500,14.760
29946,1,33245,32484,3.280,4.500,14.760
29986,1,33261,32498,3.284,5.400,17.734
30026,1,33272,32528,3.284,5.400,17.734
30066,1,33294,32590,3.284,5.400,17.734
30106,1,33336,32658,3.284,4.500,14.778
30146,1,33350,32695,3.284,4.500,14.778
30186,1,33384,32715,3.272,4.700,15.378
30226,1,33389,32751,3.272,4.700,15.378
30266,1,33319,32587,3.272,4.700,15.378
30306,1,33193,32379,3.280,4.400,14.432
30346,1,33168,32335,3.280,4.400,14.432
30386,1,33177,32373,3.280,7.900,25.912
30426,1,33219,32452,3.280,7.900,25.912
30466,1,33275,32552,3.280,7.900,25.912
30507,1,33303,32600,3.284,5.000,16.420
30547,1,33296,32586,3.284,5.000,16.420
30586,1,33269,32563,3.260,4.800,15.648
30626,1,33270,32554,3.260,4.800,15.648
30666,1,33291,32570,3.260,4.800,15.648
30706,1,33302,32613,3.268,4.500,14.706
30746,1,33327,32655,3.268,4.500,14.706
30787,1,33355,32719,3.276,4.800,15.725
30827,1,33377,32749,3.276,4.800,15.725
30867,1,33383,32772,3.276,4.800,15.725
30907,1,33308,32626,3.280,4.300,14.104
30947,1,33208,32449,3.280,4.300,14.104
30986,1,33175,32427,3.280,7.500,24.600
31027,1,33213,32469,3.280,7.500,24.600
31067,1,33237,32536,3.280,7.500,24.600
31107,1,33292,32620,3.284,5.700,18.719
31147,1,33309,32638,3.284,5.700,18.719
31187,1,33302,32640,3.260,4.600,14.996
31227,1,33266,32585,3.260,4.600,14.996
31267,1,33265,32584,3.260,4.600,14.996
31307,1,33288,32603,3.284,4.600,15.106
31347,1,33305,32623,3.284,4.600,15.106
31387,1,33311,32635,3.276,7.600,24.898
31427,1,33323,32693,3.276,7.600,24.898
31467,1,33341,32726,3.276,7.600,24.898
31507,1,33310,32660,3.280,4.300,14.104
31547,1,33209,32460,3.280,4.300,14.104
31587,1,33149,32350,3.272,6.700,21.922
31627,1,33152,32365,3.272,6.700,21.922
31667,1,33178,32431,3.272,6.700,21.922
31707,1,33226,32512,3.284,5.100,16.748
31747,1,33257,32566,3.284,5.100,16.748
31787,1,33262,32552,3.264,4.700,15.341
31827,1,33228,32521,3.264,4.700,15.341
31867,1,33208,32474,3.264,4.700,15.341
31907,1,33210,32494,3.272,4.600,15.051
31947,1,33236,32529,3.272,4.600,15.051
31987,1,33231,32568,3.280,8.400,27.552
32027,1,33251,32574,3.280,8.400,27.552
32067,1,33259,32590,3.280,8.400,27.552
32107,1,33226,32547,3.284,4.900,16.092
32147,1,33136,32375,3.284,4.900,16.092
32187,1,33094,32285,3.264,5.500,17.952
32227,1,33096,32308,3.264,5.500,17.952
32267,1,33143,32378,3.264,5.500,17.952
32307,1,33159,32438,3.284,4.900,16.092
32347,1,33208,32503,3.284,4.900,16.092
32387,1,33234,32546,3.284,4.700,15.435
32427,1,33222,32542,3.284,4.700,15.435
32467,1,33221,32528,3.284,4.700,15.435
32507,1,33238,32583,3.280,4.600,15.088
32547,1,33272,32634,3.280,4.600,15.088
32587,1,33299,32652,3.280,4.600,15.088
32627,1,33317,32724,3.280,4.600,15.088
32667,1,33365,32793,3.280,4.600,15.088
32707,1,33338,32776,3.280,4.200,13.776
32747,1,33218,32532,3.280,4.200,13.776
32787,1,33121,32375,3.284,4.900,16.092
32827,1,33122,32396,3.284,4.900,16.092
32867,1,33147,32429,3.284,4.900,16.092
32907,1,33184,32484,3.284,4.700,15.435
32947,1,33215,32544,3.284,4.700,15.435
32987,1,33231,32588,3.280,4.700,15.416
33027,1,33221,32557,3.280,4.700,15.416
33067,1,33205,32528,3.280,4.700,15.416
33107,1,33230,32573,3.280,4.100,13.448
33147,1,33249,32617,3.280,4.100,13.448
33187,1,33284,32638,3.280,4.600,15.088
33227,1,33289,32675,3.280,4.600,15.088
33267,1,33294,32698,3.280,4.600,15.088
33307,1,33282,32685,3.284,4.600,15.106
33347,1,33190,32501,3.284,4.600,15.106
33387,1,33099,32311,3.280,4.600,15.088
33427,1,33080,32321,3.280,4.600,15.088
33467,1,33102,32354,3.280,4.600,15.088
33507,1,33110,32391,3.268,4.600,15.033
33547,1,33144,32450,3.268,4.600,15.033
33587,1,33178,32481,3.284,4.800,15.763
33627,1,33145,32435,3.284,4.800,15.763
33667,1,33114,32397,3.284,4.800,15.763
33707,1,33116,32415,3.284,4.600,15.106
33747,1,33141,32438,3.284,4.600,15.106
33787,1,33143,32462,3.280,4.900,16.072
33827,1,33169,32500,3.280,4.900,16.072
33867,1,33180,32519,3.280,4.900,16.072
33907,1,33198,32555,3.284,5.100,16.748
33947,1,33180,32497,3.284,5.100,16.748
33987,1,33059,32320,3.264,4.800,15.667
34027,1,33014,32222,3.264,4.800,15.667
34067,1,33060,32289,3.264,4.800,15.667
34107,1,33075,32315,3.272,4.300,14.070
34147,1,33095,32347,3.272,4.300,14.070
34187,1,33109,32353,3.284,4.500,14.778
34227,1,33083,32320,3.284,4.500,14.778
34267,1,33060,32282,3.284,4.500,14.778
34307,1,33047,32260,3.280,4.300,14.104
34347,1,33060,32285,3.280,4.300,14.104
34387,1,33079,32322,3.268,5.800,18.954
34427,1,33104,32347,3.268,5.800,18.954
34467,1,33111,32380,3.268,5.800,18.954
34507,1,33122,32400,3.284,5.100,16.748
34548,1,33149,32444,3.284,5.100,16.748
34587,1,33154,32463,3.268,4.800,15.686
34627,1,33065,32302,3.268,4.800,15.686
34667,1,32993,32191,3.268,4.800,15.686
34707,1,33018,32239,3.280,4.400,14.432
34747,1,33083,32334,3.280,4.400,14.432
34788,1,33095,32395,3.280,8.400,27.552
34828,1,33127,32425,3.280,8.400,27.552
34868,1,33153,32473,3.280,8.400,27.552
34908,1,33205,32593,3.280,4.400,14.432
34948,1,33234,32640,3.280,4.400,14.432
34987,1,33253,32693,3.264,5.300,17.299
35027,1,33279,32732,3.264,5.300,17.299
35067,1,33325,32807,3.264,5.300,17.299
35108,1,33332,32833,3.260,4.900,15.974
35148,1,33347,32862,3.260,4.900,15.974
35188,1,33353,32866,3.272,4.800,15.706
35228,1,33285,32725,3.272,4.800,15.706
35268,1,33150,32499,3.272,4.800,15.706
35308,1,33122,32448,3.284,4.500,14.778
35348,1,33163,32524,3.284,4.500,14.778
35388,1,33188,32566,3.284,7.700,25.287
35428,1,33234,32653,3.284,7.700,25.287
35468,1,33261,32694,3.284,7.700,25.287
35508,1,33255,32670,3.280,6.100,20.008
35548,1,33243,32654,3.280,6.100,20.008
35588,1,33240,32650,3.264,4.800,15.667
35628,1,33255,32682,3.264,4.800,15.667
35668,1,33279,32732,3.264,4.800,15.667
35708,1,33291,32767,3.284,4.900,16.092
35748,1,33320,32827,3.284,4.900,16.092
35788,1,33358,32876,3.276,7.000,22.932
35828,1,33314,32800,3.276,7.000,22.932
35868,1,33191,32593,3.276,7.000,22.932
35908,1,33166,32558,3.280,4.300,14.104
35948,1,33194,32622,3.280,4.300,14.104
35988,1,33239,32693,3.276,7.100,23.260
36028,1,33303,32804,3.276,7.100,23.260
36068,1,33359,32893,3.276,7.100,23.260
36108,1,33343,32874,3.284,5.700,18.719
36148,1,33334,32848,3.284,5.700,18.719
36188,1,33328,32887,3.264,4.700,15.341
36228,1,33355,32880,3.264,4.700,15.341
36268,1,33352,32892,3.264,4.700,15.341
36308,1,33368,32932,3.272,4.700,15.378
36348,1,33399,32961,3.272,4.700,15.378
36388,1,33403,32989,3.280,4.600,15.088
36428,1,33353,32872,3.280,4.600,15.088
36468,1,33206,32592,3.280,4.600,15.088
36508,1,33125,32486,3.284,4.300,14.121
36548,1,33143,32536,3.284,4.300,14.121
36588,1,33205,32607,3.280,4.800,15.744
36628,1,33225,32676,3.280,4.800,15.744
36668,1,33255,32734,3.280,4.800,15.744
36708,1,33244,32720,3.280,4.900,16.072
36748,1,33232,32681,3.280,4.900,16.072
36788,1,33219,32682,3.280,4.600,15.088
36828,1,33220,32694,3.280,4.600,15.088
36868,1,33266,32748,3.280,4.600,15.088
36908,1,33275,32792,3.272,4.400,14.397
36948,1,33292,32818,3.272,4.400,14.397
36988,1,33318,32860,3.280,4.500,14.760
37028,1,33279,32774,3.280,4.500,14.760
37068,1,33151,32515,3.280,4.500,14.760
37108,1,33079,32421,3.280,4.800,15.744
37148,1,33101,32453,3.280,4.800,15.744
37188,1,33120,32519,3.284,4.700,15.435
37228,1,33155,32566,3.284,4.700,15.435
37268,1,33187,32606,3.284,4.700,15.435
37308,1,33183,32615,3.284,4.900,16.092
37348,1,33175,32586,3.284,4.900,16.092
37388,1,33163,32592,3.268,4.700,15.360
37428,1,33171,32608,3.268,4.700,15.360
37468,1,33196,32620,3.268,4.700,15.360
37508,1,33205,32641,3.280,4.300,14.104
37548,1,33207,32657,3.280,4.300,14.104
37588,1,33233,32679,3.280,4.900,16.072
37628,1,33211,32650,3.280,4.900,16.072
37668,1,33083,32411,3.280,4.900,16.072
37708,1,32984,32228,3.280,4.400,14.432
37748,1,32976,32245,3.280,4.400,14.432
37788,1,33024,32312,3.280,5.100,16.728
37828,1,33071,32414,3.280,5.100,16.728
37868,1,33098,32459,3.280,5.100,16.728
37908,1,33105,32476,3.284,4.800,15.763
37948,1,33113,32478,3.284,4.800,15.763
37988,1,33102,32460,3.272,4.800,15.706
38028,1,33088,32433,3.272,4.800,15.706
38068,1,33078,32407,3.272,4.800,15.706
38108,1,33094,32439,3.280,4.300,14.104
38148,1,33114,32496,3.280,4.300,14.104
38188,1,33132,32508,3.284,7.500,24.630
38228,1,33138,32519,3.284,7.500,24.630
38268,1,33118,32482,3.284,7.500,24.630
38308,1,33018,32273,3.284,4.500,14.778
38348,1,32947,32160,3.284,4.500,14.778
38388,1,32945,32187,3.260,4.800,15.648
38428,1,32993,32261,3.260,4.800,15.648
38468,1,33017,32315,3.260,4.800,15.648
38508,1,33055,32369,3.264,4.300,14.035
38549,1,33050,32365,3.264,4.300,14.035
38589,1,33034,32302,3.276,4.700,15.397
38629,1,33011,32288,3.276,4.700,15.397
38669,1,33026,32313,3.276,4.700,15.397
38708,1,33040,32340,3.280,4.400,14.432
38748,1,33050,32359,3.280,4.400,14.432
38789,1,33061,32371,3.280,6.800,22.304
38829,1,33067,32389,3.280,6.800,22.304
38869,1,33081,32399,3.280,6.800,22.304
38909,1,33063,32369,3.284,5.100,16.748
38949,1,32965,32181,3.284,5.100,16.748
38988,1,32894,32053,3.264,4.600,15.014
39028,1,32912,32088,3.264,4.600,15.014
39068,1,32951,32168,3.264,4.600,15.014
39109,1,32965,32180,3.268,4.700,15.360
39149,1,32988,32202,3.268,4.700,15.360
39189,1,32981,32208,3.284,8.100,26.600
39229,1,32960,32165,3.284,8.100,26.600
39269,1,32955,32165,3.284,8.100,26.600
39309,1,32963,32181,3.280,4.200,13.776
39349,1,32983,32203,3.280,4.200,13.776
39389,1,32997,32260,3.268,6.200,20.262
39429,1,33029,32274,3.268,6.200,20.262
39469,1,33040,32287,3.268,6.200,20.262
39509,1,33064,32343,3.284,5.100,16.748
39549,1,33057,32302,3.284,5.100,16.748
39589,1,32932,32096,3.268,4.700,15.360
39629,1,32872,32005,3.268,4.700,15.360
39669,1,32878,32032,3.268,4.700,15.360
39709,1,32932,32103,3.276,4.700,15.397
39749,1,32973,32175,3.276,4.700,15.397
39789,1,32998,32213,3.280,8.400,27.552
39829,1,32992,32207,3.280,8.400,27.552
39869,1,32973,32158,3.280,8.400,27.552
39909,1,32965,32152,3.284,4.600,15.106
39949,1,32982,32174,3.284,4.600,15.106
39989,1,33006,32190,3.268,5.500,17.974
40029,1,33018,32224,3.268,5.500,17.974
40069,1,33021,32234,3.268,5.500,17.974
40109,1,33026,32258,3.284,4.900,16.092
40149,1,33035,32248,3.284,4.900,16.092
40189,1,32957,32124,3.284,5.100,16.748
40229,1,32838,31891,3.284,5.100,16.748
40269,1,32791,31826,3.284,5.100,16.748
40309,1,32814,31859,3.280,4.200,13.776
40349,1,32850,31930,3.280,4.200,13.776
40389,1,32879,31990,3.280,4.800,15.744
40429,1,32903,32033,3.280,4.800,15.744
40469,1,32904,32031,3.280,4.800,15.744
40509,1,32896,32008,3.280,4.400,14.432
40549,1,32890,32016,3.280,4.400,14.432
40589,1,32896,32041,3.284,4.800,15.763
40629,1,32930,32074,3.284,4.800,15.763
40669,1,32944,32102,3.284,4.800,15.763
40709,1,32955,32118,3.284,5.100,16.748
40749,1,32973,32141,3.284,5.100,16.748
40789,1,32976,32155,3.272,5.000,16.360
40829,1,32895,31998,3.272,5.000,16.360
40869,1,32807,31844,3.272,5.000,16.360
40909,1,32798,31834,3.284,4.200,13.793
40949,1,32837,31907,3.284,4.200,13.793
40989,1,32873,31951,3.280,4.700,15.416
41029,1,32873,31986,3.280,4.700,15.416
41069,1,32912,32031,3.280,4.700,15.416
41109,1,32909,32021,3.280,4.500,14.760
41149,1,32899,32004,3.280,4.500,14.760
41189,1,32900,32004,3.280,4.600,15.088
41229,1,32922,32056,3.280,4.600,15.088
41269,1,32954,32106,3.280,4.600,15.088
41309,1,32963,32124,3.284,4.600,15.106
41349,1,32997,32182,3.284,4.600,15.106
41389,1,33003,32227,3.276,4.600,15.070
41429,1,33003,32192,3.276,4.600,15.070
41469,1,32890,31989,3.276,4.600,15.070
41509,1,32815,31861,3.280,4.200,13.776
41549,1,32839,31910,3.280,4.200,13.776
41589,1,32870,31986,3.284,7.000,22.988
41629,1,32913,32045,3.284,7.000,22.988
41669,1,32954,32130,3.284,7.000,22.988
41709,1,32975,32166,3.280,4.500,14.760
41749,1,32974,32151,3.280,4.500,14.760
41789,1,32966,32154,3.284,4.800,15.763
41829,1,32994,32217,3.284,4.800,15.763
41869,1,33041,32279,3.284,4.800,15.763
41909,1,33063,32340,3.272,4.400,14.397
41949,1,33105,32434,3.272,4.400,14.397
41990,1,33180,32546,3.280,4.500,14.760
42030,1,33245,32698,3.280,4.500,14.760
42070,1,33299,32801,3.280,4.500,14.760
42109,1,33282,32764,3.284,4.200,13.793
42149,1,33188,32591,3.284,4.200,13.793
42189,1,33196,32600,3.280,6.300,20.664
42229,1,33255,32728,3.280,6.300,20.664
42269,1,33331,32887,3.280,6.300,20.664
42310,1,33409,33004,3.284,4.900,16.092
42350,1,33451,33089,3.284,4.900,16.092
42389,1,33441,33065,3.264,4.800,15.667
42429,1,33398,32988,3.264,4.800,15.667
42469,1,33381,32959,3.264,4.800,15.667
42510,1,33381,32956,3.272,4.400,14.397
42550,1,33387,32958,3.272,4.400,14.397
42590,1,33403,32980,3.280,4.500,14.760
42630,1,33401,33002,3.280,4.500,14.760
42670,1,33420,33020,3.280,4.500,14.760
42710,1,33423,33028,3.280,4.200,13.776
42750,1,33384,32966,3.280,4.200,13.776
42790,1,33255,32697,3.272,6.100,19.959
42830,1,33173,32571,3.272,6.100,19.959
42870,1,33179,32566,3.272,6.100,19.959
42910,1,33209,32628,3.284,4.800,15.763
42950,1,33253,32708,3.284,4.800,15.763
42990,1,33277,32773,3.264,5.000,16.320
43030,1,33305,32783,3.264,5.000,16.320
43070,1,33284,32753,3.264,5.000,16.320
43110,1,33271,32722,3.276,4.400,14.414
43150,1,33270,32739,3.276,4.400,14.414
43190,1,33266,32741,3.280,8.400,27.552
43230,1,33291,32767,3.280,8.400,27.552
43270,1,33308,32787,3.280,8.400,27.552
43310,1,33315,32807,3.280,5.000,16.400
43350,1,33327,32831,3.280,5.000,16.400
43390,1,33308,32804,3.268,5.800,18.954
43430,1,33199,32577,3.268,5.800,18.954
43470,1,33128,32443,3.268,5.800,18.954
43510,1,33139,32471,3.284,4.800,15.763
43550,1,33173,32530,3.284,4.800,15.763
43590,1,33217,32644,3.284,4.500,14.778
43630,1,33256,32715,3.284,4.500,14.778
43670,1,33260,32706,3.284,4.500,14.778
43710,1,33227,32626,3.280,4.400,14.432
43750,1,33174,32535,3.280,4.400,14.432
43790,1,33156,32506,3.280,4.700,15.416
43830,1,33173,32539,3.280,4.700,15.416
43870,1,33206,32599,3.280,4.700,15.416
43910,1,33241,32670,3.280,4.300,14.104
43950,1,33276,32730,3.280,4.300,14.104
43990,1,33292,32739,3.280,5.500,18.040
44030,1,33233,32651,3.280,5.500,18.040
44070,1,33115,32431,3.280,5.500,18.040
44110,1,33073,32364,3.284,4.800,15.763
44150,1,33084,32395,3.284,4.800,15.763
44190,1,33125,32440,3.284,4.800,15.763
44230,1,33159,32515,3.284,4.800,15.763
44270,1,33185,32563,3.284,4.800,15.763
44310,1,33183,32584,3.280,4.500,14.760
44350,1,33177,32576,3.280,4.500,14.760
44390,1,33186,32589,3.284,4.800,15.763
44430,1,33215,32641,3.284,4.800,15.763
44470,1,33235,32682,3.284,4.800,15.763
44510,1,33265,32730,3.280,4.700,15.416
44550,1,33280,32767,3.280,4.700,15.416
44590,1,33316,32820,3.280,5.000,16.400
44630,1,33281,32739,3.280,5.000,16.400
44670,1,33140,32487,3.280,5.000,16.400
44710,1,33074,32372,3.284,5.000,16.420
44750,1,33082,32404,3.284,5.000,16.420
44790,1,33125,32472,3.272,4.600,15.051
44830,1,33160,32538,3.272,4.600,15.051
44870,1,33209,32622,3.272,4.600,15.051
44910,1,33211,32655,3.280,4.300,14.104
44950,1,33203,32645,3.280,4.300,14.104
44990,1,33200,32622,3.284,4.800,15.763
45030,1,33220,32652,3.284,4.800,15.763
45070,1,33235,32680,3.284,4.800,15.763
45110,1,33243,32706,3.284,6.100,20.032
45150,1,33269,32739,3.284,6.100,20.032
45191,1,33271,32778,3.264,4.900,15.994
45231,1,33254,32720,3.264,4.900,15.994
45271,1,33119,32448,3.264,4.900,15.994
45311,1,33051,32344,3.284,4.800,15.763
45351,1,33067,32384,3.284,4.800,15.763
45390,1,33112,32471,3.276,4.900,16.052
45430,1,33158,32545,3.276,4.900,16.052
45470,1,33200,32624,3.276,4.900,16.052
45511,1,33199,32614,3.280,4.300,14.104
45551,1,33180,32605,3.280,4.300,14.104
45591,1,33184,32606,3.276,7.400,24.242
45631,1,33191,32616,3.276,7.400,24.242
45671,1,33192,32610,3.276,7.400,24.242
45710,1,33212,32652,3.284,4.600,15.106
45750,1,33221,32678,3.284,4.600,15.106
45791,1,33222,32654,3.260,4.700,15.322
45831,1,33188,32607,3.260,4.700,15.322
45871,1,33066,32374,3.260,4.700,15.322
45911,1,32996,32253,3.268,4.200,13.726
45951,1,32998,32278,3.268,4.200,13.726
45991,1,33050,32339,3.280,7.600,24.928
46031,1,33069,32389,3.280,7.600,24.928
46071,1,33108,32467,3.280,7.600,24.928
46111,1,33117,32493,3.280,4.200,13.776
46151,1,33110,32479,3.280,4.200,13.776
46191,1,33115,32475,3.276,6.900,22.604
46231,1,33132,32498,3.276,6.900,22.604
46271,1,33148,32539,3.276,6.900,22.604
46311,1,33180,32592,3.284,5.100,16.748
46351,1,33201,32658,3.284,5.100,16.748
46391,1,33229,32707,3.260,4.900,15.974
46431,1,33244,32722,3.260,4.900,15.974
46471,1,33163,32569,3.260,4.900,15.974
46511,1,33051,32372,3.272,4.400,14.397
46551,1,33040,32338,3.272,4.400,14.397
46591,1,33071,32391,3.280,7.800,25.584
46631,1,33103,32459,3.280,7.800,25.584
46671,1,33133,32521,3.280,7.800,25.584
46711,1,33164,32565,3.280,4.200,13.776
46751,1,33168,32568,3.280,4.200,13.776
46791,1,33133,32538,3.268,6.200,20.262
46831,1,33126,32498,3.268,6.200,20.262
46871,1,33160,32554,3.268,6.200,20.262
46911,1,33190,32624,3.284,4.900,16.092
46951,1,33204,32649,3.284,4.900,16.092
46991,1,33217,32684,3.264,5.400,17.626
47031,1,33256,32754,3.264,5.400,17.626
47071,1,33235,32704,3.264,5.400,17.626
47111,1,33101,32459,3.276,4.700,15.397
47151,1,33000,32280,3.276,4.700,15.397
47191,1,32991,32262,3.284,4.600,15.106
47231,1,33000,32305,3.284,4.600,15.106
47271,1,33038,32368,3.284,4.600,15.106
47311,1,33071,32404,3.284,4.400,14.450
47351,1,33068,32399,3.284,4.400,14.450
